Taxon	Wargo.109865.R1	Wargo.115690.R1	Wargo.116774.R1	Wargo.117349.R1	Wargo.118369.R1	Wargo.118370.R1	Wargo.120662.R1	Wargo.121296.R1	Wargo.121409.R1	Wargo.121585.R1	Wargo.121891.R1	Wargo.121892.R1	Wargo.122114.R1	Wargo.122410.R1	Wargo.122412.R1	Wargo.122637.R1	Wargo.122639.R1	Wargo.122724.R1	Wargo.123009.R1	Wargo.123197.R1	Wargo.123305.R1	Wargo.123704.R1	Wargo.123986.R1	Wargo.124418.R1	Wargo.124419.R1	Wargo.124421.R1	Wargo.126747.R1	Wargo.126802.R1	Wargo.127261.R1	Wargo.127262.R1	Wargo.130510.R1	Wargo.130511.R1	Wargo.130801.R1	Wargo.131051.R1	Wargo.131300.R1	Wargo.131302.R1	Wargo.131512.R1	Wargo.131541.R1	Wargo.132265.R1	Wargo.132266.R1	Wargo.132268.R1	Wargo.132538.R1	Wargo.133270.R1
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Hydrogenoanaerobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Incertae_sedis	0.0	3.0	16.0	8.0	3.0	34.0	5.0	0.0	15.0	7.0	9.0	21.0	0.0	26.0	4.0	0.0	0.0	2.0	8.0	11.0	6.0	2.0	2.0	9.0	2.0	10.0	11.0	3.0	8.0	23.0	6.0	9.0	0.0	8.0	0.0	1.0	4.0	19.0	3.0	12.0	1.0	0.0	7.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillibacter	71.0	98.0	12.0	231.0	83.0	113.0	338.0	0.0	357.0	54.0	201.0	264.0	35.0	31.0	71.0	2.0	0.0	41.0	29.0	25.0	123.0	74.0	574.0	572.0	8.0	238.0	305.0	117.0	40.0	235.0	26.0	45.0	1.0	148.0	17.0	60.0	388.0	453.0	19.0	305.0	78.0	0.0	45.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Papillibacter	0.0	70.0	9.0	25.0	0.0	14.0	15.0	0.0	0.0	48.0	11.0	52.0	0.0	66.0	7.0	20.0	0.0	0.0	0.0	0.0	17.0	20.0	15.0	10.0	0.0	0.0	41.0	12.0	21.0	29.0	0.0	1.0	1.0	30.0	0.0	12.0	20.0	16.0	2.0	9.0	0.0	0.0	13.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Pseudoflavonifractor	2.0	1.0	0.0	12.0	2.0	10.0	5.0	0.0	0.0	13.0	13.0	14.0	1.0	10.0	5.0	7.0	11.0	0.0	0.0	7.0	12.0	5.0	3.0	3.0	0.0	5.0	9.0	5.0	1.0	3.0	9.0	2.0	1.0	1.0	0.0	0.0	4.0	9.0	10.0	3.0	4.0	0.0	3.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus	30.0	327.0	102.0	594.0	44.0	1554.0	148.0	142.0	48.0	28.0	89.0	328.0	4.0	237.0	16.0	150.0	21.0	97.0	70.0	11.0	91.0	692.0	922.0	312.0	15.0	10.0	267.0	60.0	909.0	58.0	56.0	33.0	199.0	379.0	23.0	24.0	119.0	643.0	302.0	132.0	86.0	0.0	190.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Sporobacter	35.0	86.0	12.0	264.0	27.0	46.0	139.0	2.0	2.0	23.0	1.0	298.0	0.0	383.0	0.0	27.0	0.0	0.0	64.0	0.0	97.0	1680.0	9.0	114.0	0.0	0.0	493.0	13.0	29.0	156.0	1.0	11.0	0.0	3.0	0.0	0.0	28.0	104.0	10.0	356.0	49.0	0.0	17.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Subdoligranulum	0.0	2.0	7.0	5.0	10.0	48.0	6.0	17.0	1.0	12.0	7.0	8.0	11.0	57.0	10.0	118.0	45.0	25.0	2.0	7.0	22.0	110.0	20.0	22.0	0.0	1.0	8.0	9.0	2.0	9.0	2.0	6.0	151.0	14.0	9.0	93.0	33.0	82.0	26.0	35.0	8.0	0.0	57.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__unassigned	0.0	41.0	14.0	76.0	5.0	129.0	25.0	34.0	325.0	27.0	10.0	224.0	6.0	393.0	29.0	171.0	306.0	6.0	4.0	8.0	20.0	49.0	12.0	64.0	0.0	3.0	114.0	7.0	26.0	38.0	10.0	262.0	2.0	133.0	37.0	102.0	64.0	236.0	54.0	54.0	5.0	0.0	156.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Syntrophomonadaceae;g__Syntrophomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__unassigned;g__unassigned	0.0	56.0	41.0	136.0	2.0	22.0	13.0	45.0	26.0	10.0	6.0	47.0	3.0	24.0	4.0	7.0	3.0	3.0	5.0	12.0	1.0	18.0	3.0	26.0	1.0	3.0	50.0	15.0	31.0	62.0	4.0	4.0	6.0	5.0	1.0	10.0	13.0	9.0	7.0	324.0	49.0	0.0	53.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Natranaerobiales;f__Natranaerobiaceae;g__Natranaerobius	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__unassigned;f__unassigned;g__unassigned	0.0	0.0	0.0	13.0	0.0	0.0	12.0	0.0	0.0	0.0	7.0	2.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	2.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum	0.0	147.0	1.0	0.0	3.0	3.0	0.0	0.0	1.0	1.0	0.0	5.0	2.0	2.0	0.0	21.0	20.0	1.0	0.0	0.0	1.0	66.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	3.0	7.0	0.0	10.0	0.0	0.0	9.0	0.0	0.0	0.0	89.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	35.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_XVIII	0.0	4.0	2.0	6.0	9.0	14.0	10.0	10.0	4.0	4.0	0.0	0.0	1.0	9.0	2.0	3.0	81.0	9.0	3.0	41.0	1.0	92.0	2.0	0.0	0.0	0.0	24.0	1.0	0.0	0.0	2.0	2.0	14.0	15.0	1.0	16.0	49.0	3.0	3.0	7.0	18.0	0.0	6.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus	0.0	0.0	7.0	0.0	0.0	22.0	1.0	1.0	0.0	10.0	2.0	1.0	0.0	1.0	2.0	1.0	1.0	0.0	1.0	4.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania	0.0	0.0	5.0	2.0	1.0	0.0	5.0	2.0	6.0	7.0	2.0	3.0	0.0	3.0	9.0	0.0	0.0	10.0	1.0	0.0	0.0	28.0	0.0	1.0	0.0	2.0	4.0	0.0	7.0	1.0	3.0	4.0	0.0	5.0	3.0	0.0	11.0	0.0	2.0	15.0	1.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	15.0	0.0	0.0	0.0	0.0	1.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter	0.0	1.0	1.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	2.0	0.0	6.0	1.0	3.0	4.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__unassigned	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Incertae_sedis;o__Incertae_sedis;f__Incertae_sedis;g__Incertae_sedis	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Acidaminococcus	23.0	45.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	2.0	0.0	34.0	3.0	0.0	0.0	0.0	247.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0	77.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Phascolarctobacterium	0.0	84.0	0.0	1.0	9.0	52.0	53.0	4.0	1.0	79.0	0.0	57.0	0.0	102.0	122.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	87.0	0.0	37.0	146.0	77.0	0.0	18.0	130.0	0.0	1.0	188.0	55.0	0.0	0.0	0.0	0.0	16.0	62.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Allisonella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Anaerosinus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	28.0	2.0	0.0	0.0	0.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	162.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Dialister	31.0	0.0	12.0	45.0	0.0	1.0	0.0	61.0	64.0	1.0	377.0	0.0	0.0	0.0	3.0	21.0	0.0	40.0	21.0	0.0	26.0	60.0	0.0	6.0	20.0	0.0	0.0	0.0	47.0	1.0	0.0	164.0	1522.0	1.0	0.0	39.0	42.0	57.0	19.0	11.0	0.0	12.0	3.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Megasphaera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	121.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	14.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.0	0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Mitsuokella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Selenomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella	1.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	6.0	0.0	0.0	0.0	253.0	2.0	2.0	0.0	1.0	1.0	18.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	51.0	0.0	2.0	38.0	0.0	2.0	5.0	2.0	0.0	8.0	0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__unassigned	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__unassigned;o__unassigned;f__unassigned;g__unassigned	0.0	83.0	0.0	5.0	5.0	1.0	4.0	0.0	0.0	1.0	4.0	1.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	41.0	0.0	4.0	0.0	0.0	3.0	9.0	3.0	40.0	0.0	1.0	14.0	39.0	0.0	2.0	1.0	14.0	0.0	12.0	3.0	0.0	8.0
k__Bacteria;p__Fusobacteria;c__Fusobacteria;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium	0.0	1.0	0.0	0.0	3.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	10.0	2.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	51.0	0.0	4.0	322.0	0.0	0.0	0.0	0.0	0.0	141.0	0.0	0.0	1.0	1.0	3.0	2.0	1.0	1.0	1.0	0.0	1.0	0.0
k__Bacteria;p__Fusobacteria;c__Fusobacteria;o__Fusobacteriales;f__Fusobacteriaceae;g__unassigned	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Fusobacteria;c__Fusobacteria;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Lentisphaerae;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis	0.0	0.0	0.0	6.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	21.0	0.0	1.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae;g__Kiloniella	0.0	0.0	0.0	240.0	0.0	0.0	0.0	0.0	0.0	232.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	176.0	0.0	82.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Ochrobactrum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Gemmiger	30.0	40.0	0.0	71.0	43.0	0.0	45.0	1.0	17.0	0.0	0.0	68.0	0.0	26.0	0.0	0.0	442.0	0.0	0.0	0.0	10.0	0.0	0.0	306.0	0.0	2.0	181.0	34.0	0.0	4.0	35.0	17.0	16.0	1.0	31.0	0.0	20.0	29.0	104.0	88.0	28.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae;g__Pleomorphomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Fodinicurvata	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Insolitispirillum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__unassigned	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__unassigned;f__unassigned;g__unassigned	0.0	0.0	0.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	217.0	0.0	1724.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnobacter	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Pseudorhodoferax	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Oxalobacter	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	5.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__unassigned	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella	0.0	25.0	0.0	96.0	156.0	0.0	202.0	1.0	933.0	174.0	144.0	121.0	288.0	23.0	338.0	0.0	0.0	0.0	283.0	235.0	70.0	0.0	17.0	0.0	236.0	5.0	5.0	181.0	401.0	12.0	322.0	409.0	0.0	0.0	0.0	0.0	2.0	78.0	2.0	3.0	136.0	0.0	178.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella	116.0	14.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	157.0	0.0	0.0	0.0	1.0	0.0	1.0	57.0	0.0	0.0	55.0	114.0	276.0	27.0	0.0	45.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__unassigned;g__unassigned	0.0	0.0	720.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Aquaspirillum	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Gulbenkiania	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Kingella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria	1.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0
