Feature	Inclusion	Comparator	Fixed SMD	Rand SMD	Fixed P	Rand P	I2	Tau	Chaput	Frankel	Gopalakrishnan	Matson	Routy NSCLC	Routy RCC
Clostridium_methylpentosum-153	UseforMeta	Response	-0.2419	-0.2419	0.0443	0.0443	0.0%	0	0	38.4615384615385	20.9302325581395	30.952380952381	8.04597701149425	3.03030303030303
Clostridium_nexile-154	UseforMeta	Response	-0.0268	-0.0016	0.8237	0.9920	36.4%	0.0519	7.69230769230769	56.4102564102564	25.5813953488372	16.6666666666667	21.8390804597701	19.6969696969697
Clostridium_oroticum-155	UseforMeta	Response	0.0801	0.0801	0.5031	0.5031	0.0%	0	69.2307692307692	0	34.8837209302326	50	0	0
Clostridium_paraputrificum-156	UseforMeta	Response	-0.0050	-0.0050	0.9667	0.9667	0.0%	0	3.84615384615385	0	13.953488372093	11.9047619047619	0	0
Clostridium_perfringens-157	UseforMeta	Response	0.0462	0.0462	0.6999	0.6999	0.0%	0	0	23.0769230769231	4.65116279069767	4.76190476190476	6.89655172413793	7.57575757575758
Clostridium_perfringens:Clostridium_thermophilus-158	UseforMeta	Response	0.0071	0.0071	0.9529	0.9529	0.0%	0	0	0	11.6279069767442	11.9047619047619	0	0
Clostridium_polysaccharolyticum-159	UseforMeta	Response	0.0431	0.0431	0.7186	0.7186	0.0%	0	19.2307692307692	0	0	0	0	0
Clostridium_populeti-160	UseforMeta	Response	0.0245	0.0245	0.8379	0.8379	0.0%	0	61.5384615384615	0	4.65116279069767	0	0	0
Clostridium_populeti:Ruminococcus_gauvreauii-161	UseforMeta	Response	-0.0493	-0.0493	0.6805	0.6805	0.0%	0	15.3846153846154	0	0	0	0	0
Clostridium_quinii-162	UseforMeta	Response	-0.0565	-0.0565	0.6366	0.6366	0.0%	0	19.2307692307692	0	0	2.38095238095238	0	0
Clostridium_ramosum-163	UseforMeta	Response	-0.0095	0.0225	0.9369	0.8871	38.9%	0.0577	3.84615384615385	74.3589743589744	44.1860465116279	66.6666666666667	47.1264367816092	15.1515151515152
Clostridium_ruminantium-164	UseforMeta	Response	0.0403	0.0403	0.7368	0.7368	0.0%	0	30.7692307692308	0	46.5116279069767	61.9047619047619	0	0
Clostridium_saccharolyticum-165	UseforMeta	Response	-0.0323	-0.0323	0.7870	0.7870	0.0%	0	65.3846153846154	0	0	0	0	0
Clostridium_scindens-166	UseforMeta	Response	0.0550	0.0550	0.6464	0.6464	0.0%	0	26.9230769230769	82.0512820512821	34.8837209302326	52.3809523809524	18.3908045977011	18.1818181818182
Clostridium_sp_KLE_1755-167	UseforMeta	Response	0.0816	0.0717	0.4981	0.6547	40.3%	0.0611	0	30.7692307692308	0	0	3.44827586206897	3.03030303030303
Clostridium_spiroforme-168	UseforMeta	Response	0.1075	0.1075	0.3694	0.3694	0.0%	0	0	17.9487179487179	30.2325581395349	54.7619047619048	0	0
Clostridium_sulfatireducens-169	UseforMeta	Response	-0.0485	-0.0485	0.6849	0.6849	0.0%	0	7.69230769230769	0	60.4651162790698	57.1428571428571	0	0
Clostridium_symbiosum-170	UseforMeta	Response	0.0418	0.0076	0.7289	0.9649	48.7%	0.0860	57.6923076923077	84.6153846153846	53.4883720930233	50	52.8735632183908	60.6060606060606
Collinsella_aerofaciens-171	UseforMeta	Response	0.0192	0.0267	0.8731	0.8434	18.1%	0.0199	57.6923076923077	100	37.2093023255814	54.7619047619048	47.1264367816092	62.1212121212121
Collinsella_intestinalis-172	UseforMeta	Response	0.1014	0.1014	0.3976	0.3976	0.0%	0	0	15.3846153846154	0	0	3.44827586206897	4.54545454545455
Collinsella_tanakaei-173	UseforMeta	Response	-0.0171	-0.0215	0.8869	0.8643	7.7%	0.0075	7.69230769230769	2.56410256410256	2.32558139534884	4.76190476190476	4.59770114942529	4.54545454545455
Collinsella_unclassified-174	UseforMeta	Response	-0.0806	-0.0806	0.5014	0.5014	0.0%	0	0	2.56410256410256	0	0	25.2873563218391	15.1515151515152
Coprobacillus_cateniformis-175	UseforMeta	Response	-0.0235	-0.0235	0.8439	0.8439	0.0%	0	0	0	9.30232558139535	26.1904761904762	0	0
Coprobacillus_unclassified-176	UseforMeta	Response	0.0436	0.0436	0.7150	0.7150	0.0%	0	0	79.4871794871795	0	0	60.9195402298851	34.8484848484849
Coprobacter_fastidiosus-177	UseforMeta	Response	-0.0228	-0.0265	0.8495	0.8351	9.5%	0.0094	38.4615384615385	28.2051282051282	18.6046511627907	23.8095238095238	37.9310344827586	45.4545454545455
Coprococcus_catus-178	UseforMeta	Response	0.0165	0.0165	0.8903	0.8903	0.0%	0	65.3846153846154	79.4871794871795	30.2325581395349	26.1904761904762	45.9770114942529	75.7575757575758
Coprococcus_comes-179	UseforMeta	Response	0.0312	-0.0767	0.7966	0.7128	64.1%	0.1627	84.6153846153846	92.3076923076923	46.5116279069767	59.5238095238095	54.0229885057471	78.7878787878788
Coprococcus_eutactus-180	UseforMeta	Response	0.0903	0.0903	0.4512	0.4512	0.0%	0	61.5384615384615	2.56410256410256	6.97674418604651	7.14285714285714	1.14942528735632	4.54545454545455
Coprococcus_sp_ART55_1-181	UseforMeta	Response	0.1097	0.1097	0.3599	0.3599	0.0%	0	0	10.2564102564103	0	0	9.19540229885057	28.7878787878788
Coriobacteriaceae_bacterium_phI-182	UseforMeta	Response	0.0481	0.0481	0.6876	0.6876	0.0%	0	0	0	0	0	25.2873563218391	15.1515151515152
Corynebacterium_durum-183	UseforMeta	Response	-0.0505	-0.0505	0.6730	0.6730	0.0%	0	0	25.6410256410256	2.32558139534884	7.14285714285714	0	1.51515151515152
Deinococcus_unclassified-184	UseforMeta	Response	-0.0349	-0.0349	0.7703	0.7703	0.0%	0	0	0	0	0	8.04597701149425	9.09090909090909
Desulfovibrio_desulfuricans-185	UseforMeta	Response	-0.0039	-0.0039	0.9742	0.9742	0.0%	0	0	61.5384615384615	0	0	50.5747126436782	56.0606060606061
Desulfovibrio_desulfuricans:Desulfovibrio_multispirans-186	UseforMeta	Response	0.0028	0.0028	0.9812	0.9812	0.0%	0	0	0	16.2790697674419	11.9047619047619	0	0
Desulfovibrio_fairfieldensis-187	UseforMeta	Response	0.0156	0.0156	0.8962	0.8962	0.0%	0	3.84615384615385	0	20.9302325581395	11.9047619047619	0	0
Desulfovibrio_piger-188	UseforMeta	Response	0.0316	-0.0267	0.7938	0.8916	59.6%	0.1343	11.5384615384615	12.8205128205128	0	2.38095238095238	20.6896551724138	21.2121212121212
Dialister_invisus-189	UseforMeta	Response	0.0680	0.0680	0.5704	0.5704	0.0%	0	42.3076923076923	79.4871794871795	51.1627906976744	30.952380952381	39.0804597701149	27.2727272727273
Dialister_propionicifaciens-190	UseforMeta	Response	-0.0696	-0.0696	0.5608	0.5608	0.0%	0	7.69230769230769	0	11.6279069767442	16.6666666666667	0	0
Dialister_succinatiphilus-191	UseforMeta	Response	0.0511	0.0511	0.6699	0.6699	0.0%	0	0	0	9.30232558139535	7.14285714285714	5.74712643678161	16.6666666666667
Dorea_formicigenerans-192	UseforMeta	Response	0.0676	0.0693	0.5736	0.6109	19.3%	0.0216	76.9230769230769	94.8717948717949	37.2093023255814	59.5238095238095	59.7701149425287	83.3333333333333
Dorea_longicatena-193	UseforMeta	Response	-0.1442	-0.1442	0.2284	0.2284	0.0%	0	76.9230769230769	100	65.1162790697674	69.0476190476191	62.0689655172414	86.3636363636364
Dorea_unclassified-194	UseforMeta	Response	-0.0265	-0.0265	0.8247	0.8247	0.0%	0	0	15.3846153846154	0	0	26.4367816091954	15.1515151515152
Eggerthella_lenta-195	UseforMeta	Response	-0.1838	-0.1838	0.1260	0.1260	0.0%	0	26.9230769230769	94.8717948717949	32.5581395348837	54.7619047619048	32.183908045977	18.1818181818182
Eggerthella_sp_1_3_56FAA-196	UseforMeta	Response	0.0824	0.0824	0.4907	0.4907	0.0%	0	0	17.9487179487179	0	0	1.14942528735632	0
Eggerthella_unclassified-197	UseforMeta	Response	-0.1778	-0.1778	0.1387	0.1387	0.0%	0	0	97.4358974358974	0	0	67.816091954023	50
Enterobacter_asburiae:Enterobacter_ludwigii-198	UseforMeta	Response	0.0750	0.0750	0.5312	0.5312	0.0%	0	0	0	16.2790697674419	7.14285714285714	0	0
Enterobacter_cloacae-199	UseforMeta	Response	0.0354	0.0849	0.7691	0.6179	46.6%	0.0792	0	35.8974358974359	6.97674418604651	11.9047619047619	14.9425287356322	10.6060606060606
Enterobacter_cloacae:Salmonella_enterica-200	UseforMeta	Response	0.0263	0.0263	0.8261	0.8261	0.0%	0	0	0	13.953488372093	26.1904761904762	0	0
Enterobacter_ludwigii-201	UseforMeta	Response	0.1088	0.1088	0.3634	0.3634	0.0%	0	7.69230769230769	0	16.2790697674419	2.38095238095238	0	0
Enterobacteriaceae_bacterium_9_2_54FAA-202	UseforMeta	Response	0.1371	0.1371	0.2521	0.2521	0.0%	0	0	0	0	0	13.7931034482759	13.6363636363636
Enterococcus_avium-203	UseforMeta	Response	-0.0486	-0.0486	0.6843	0.6843	0.0%	0	0	12.8205128205128	0	0	2.29885057471264	1.51515151515152
Enterococcus_durans-204	UseforMeta	Response	0.0815	0.0815	0.4964	0.4964	0.0%	0	0	17.9487179487179	2.32558139534884	2.38095238095238	4.59770114942529	9.09090909090909
Enterococcus_faecalis-205	UseforMeta	Response	0.0439	0.0732	0.7151	0.6272	32.9%	0.0442	0	20.5128205128205	0	2.38095238095238	22.9885057471264	28.7878787878788
Enterococcus_faecalis:Enterococcus_faecium-206	UseforMeta	Response	-0.0483	-0.0483	0.6862	0.6862	0.0%	0	26.9230769230769	0	0	0	0	0
Enterococcus_faecium-207	UseforMeta	Response	0.0904	0.0904	0.4511	0.4511	0.0%	0	0	7.69230769230769	0	4.76190476190476	13.7931034482759	16.6666666666667
Erysipelotrichaceae_bacterium_21_3-208	UseforMeta	Response	-0.1132	-0.1132	0.3445	0.3445	0.0%	0	0	92.3076923076923	0	0	57.4712643678161	31.8181818181818
Erysipelotrichaceae_bacterium_2_2_44A-209	UseforMeta	Response	-0.1851	-0.1851	0.1227	0.1227	0.0%	0	0	89.7435897435897	0	0	39.0804597701149	36.3636363636364
Erysipelotrichaceae_bacterium_3_1_53-210	UseforMeta	Response	-0.1184	-0.1184	0.3229	0.3229	0.0%	0	0	41.025641025641	0	0	5.74712643678161	1.51515151515152
Erysipelotrichaceae_bacterium_5_2_54FAA-211	UseforMeta	Response	0.0734	0.0734	0.5402	0.5402	0.0%	0	0	30.7692307692308	0	0	13.7931034482759	3.03030303030303
Erysipelotrichaceae_bacterium_6_1_45-212	UseforMeta	Response	-0.1041	-0.1041	0.3847	0.3847	0.0%	0	0	94.8717948717949	0	0	35.632183908046	24.2424242424242
Escherichia_coli-213	UseforMeta	Response	0.1661	0.1607	0.1692	0.3783	53.0%	0.1029	19.2307692307692	94.8717948717949	6.97674418604651	33.3333333333333	87.3563218390805	81.8181818181818
Escherichia_coli:Escherichia_fergusonii:Shigella_flexneri-214	UseforMeta	Response	-0.0300	-0.0300	0.8018	0.8018	0.0%	0	34.6153846153846	0	0	0	0	0
Escherichia_fergusonii-215	UseforMeta	Response	0.0822	0.0822	0.4921	0.4921	0.0%	0	0	0	16.2790697674419	16.6666666666667	0	0
Escherichia_unclassified-216	UseforMeta	Response	0.0837	0.0837	0.4843	0.4843	0.0%	0	0	53.8461538461538	0	0	72.4137931034483	74.2424242424242
Eubacterium_biforme-217	UseforMeta	Response	-0.0362	-0.0362	0.7620	0.7620	0.0%	0	0	41.025641025641	0	0	17.2413793103448	24.2424242424242
Eubacterium_coprostanoligenes-218	UseforMeta	Response	0.0280	0.0280	0.8151	0.8151	0.0%	0	30.7692307692308	0	6.97674418604651	7.14285714285714	0	0
Eubacterium_cylindroides-219	UseforMeta	Response	0.0664	0.0664	0.5785	0.5785	0.0%	0	0	2.56410256410256	0	0	24.1379310344828	16.6666666666667
Eubacterium_dolichum-220	UseforMeta	Response	-0.1038	-0.1038	0.3869	0.3869	0.0%	0	0	35.8974358974359	0	0	4.59770114942529	7.57575757575758
Eubacterium_eligens-221	UseforMeta	Response	0.1834	0.1834	0.1261	0.1261	0.0%	0	0	74.3589743589744	0	0	63.2183908045977	83.3333333333333
Eubacterium_hallii-222	UseforMeta	Response	-0.0271	-0.0271	0.8205	0.8205	0.0%	0	0	92.3076923076923	0	0	64.367816091954	89.3939393939394
Eubacterium_limosum-223	UseforMeta	Response	-0.0454	-0.0427	0.7055	0.7270	3.0%	0.0028	3.84615384615385	35.8974358974359	0	0	14.9425287356322	1.51515151515152
Eubacterium_ramulus-224	UseforMeta	Response	0.0584	0.0489	0.6270	0.7075	12.9%	0.0133	0	71.7948717948718	0	0	35.632183908046	66.6666666666667
Eubacterium_rectale-225	UseforMeta	Response	-0.0385	-0.0385	0.7474	0.7474	0.0%	0	0	100	0	0	63.2183908045977	84.8484848484848
Eubacterium_siraeum-226	UseforMeta	Response	0.1323	0.1323	0.2688	0.2688	0.0%	0	0	94.8717948717949	0	0	51.7241379310345	59.0909090909091
Eubacterium_sp_3_1_31-227	UseforMeta	Response	0.1382	0.1382	0.2485	0.2485	0.0%	0	0	71.7948717948718	0	0	14.9425287356322	7.57575757575758
Eubacterium_ventriosum-228	UseforMeta	Response	0.0430	0.0430	0.7195	0.7195	0.0%	0	0	51.2820512820513	0	0	44.8275862068966	71.2121212121212
Faecalibacterium_prausnitzii-229	UseforMeta	Response	0.1310	0.2122	0.2782	0.2494	53.7%	0.1063	96.1538461538462	100	90.6976744186046	97.6190476190476	82.7586206896552	98.4848484848485
Finegoldia_magna-230	UseforMeta	Response	-0.0247	-0.0247	0.8369	0.8369	0.0%	0	0	25.6410256410256	9.30232558139535	2.38095238095238	1.14942528735632	0
Flavonifractor_plautii-231	UseforMeta	Response	-0.1071	-0.1071	0.3720	0.3720	0.0%	0	88.4615384615385	92.3076923076923	90.6976744186046	92.8571428571429	82.7586206896552	66.6666666666667
Fusicatenibacter_saccharivorans-232	UseforMeta	Response	0.0339	0.0339	0.7767	0.7767	0.0%	0	92.3076923076923	0	79.0697674418605	71.4285714285714	0	0
Fusobacterium_nucleatum-233	UseforMeta	Response	-0.0472	-0.0498	0.6944	0.6894	5.9%	0.0056	0	7.69230769230769	4.65116279069767	2.38095238095238	6.89655172413793	7.57575757575758
Fusobacterium_nucleatum:Fusobacterium_periodonticum-234	UseforMeta	Response	0.0558	0.0558	0.6408	0.6408	0.0%	0	0	0	25.5813953488372	19.047619047619	0	0
Fusobacterium_ulcerans-235	UseforMeta	Response	-0.0423	-0.0423	0.7244	0.7244	0.0%	0	0	10.2564102564103	4.65116279069767	7.14285714285714	1.14942528735632	1.51515151515152
Gemella_haemolysans:Gemella_morbillorum:Gemella_sanguinis-236	UseforMeta	Response	0.0066	0.0066	0.9558	0.9558	0.0%	0	0	0	11.6279069767442	16.6666666666667	0	0
Gemella_sanguinis-237	UseforMeta	Response	-0.0254	-0.0254	0.8319	0.8319	0.0%	0	3.84615384615385	38.4615384615385	0	0	2.29885057471264	6.06060606060606
Gemella_unclassified-238	UseforMeta	Response	0.0614	0.0614	0.6079	0.6079	0.0%	0	0	15.3846153846154	0	0	4.59770114942529	7.57575757575758
Gemmiger_formicilis-239	UseforMeta	Response	0.1671	0.1709	0.1645	0.1656	4.0%	0.0037	80.7692307692308	0	58.1395348837209	57.1428571428571	0	0
Gemmiger_formicilis:Subdoligranulum_variabile-240	UseforMeta	Response	0.1071	0.1071	0.3711	0.3711	0.0%	0	0	0	9.30232558139535	14.2857142857143	0	0
Gordonibacter_pamelaeae-241	UseforMeta	Response	-0.0693	-0.0693	0.5624	0.5624	0.0%	0	0	84.6153846153846	11.6279069767442	19.047619047619	32.183908045977	18.1818181818182
Granulicatella_adiacens-242	UseforMeta	Response	-0.2012	-0.2012	0.0936	0.0936	0.0%	0	0	28.2051282051282	0	0	6.89655172413793	7.57575757575758
Granulicatella_adiacens:Granulicatella_paraadiacens-243	UseforMeta	Response	0.0558	0.0558	0.6412	0.6412	0.0%	0	3.84615384615385	0	9.30232558139535	30.952380952381	0	0
Granulicatella_unclassified-244	UseforMeta	Response	0.0555	0.0555	0.6426	0.6426	0.0%	0	0	43.5897435897436	0	0	24.1379310344828	22.7272727272727
Granulicella_unclassified-245	UseforMeta	Response	-0.0404	-0.0404	0.7350	0.7350	0.0%	0	0	0	0	0	5.74712643678161	4.54545454545455
Haemophilus_parainfluenzae-246	UseforMeta	Response	-0.0265	-0.0195	0.8260	0.9015	37.8%	0.0551	19.2307692307692	48.7179487179487	60.4651162790698	50	48.2758620689655	53.030303030303
Hafnia_alvei-247	UseforMeta	Response	-0.0089	-0.0117	0.9412	0.9243	3.5%	0.0033	30.7692307692308	0	2.32558139534884	0	12.6436781609195	13.6363636363636
Hespellia_porcina-248	UseforMeta	Response	0.0696	0.0696	0.5607	0.5607	0.0%	0	30.7692307692308	0	6.97674418604651	0	0	0
Holdemania_filiformis-249	UseforMeta	Response	-0.0685	-0.0685	0.5679	0.5679	0.0%	0	7.69230769230769	64.1025641025641	60.4651162790698	73.8095238095238	48.2758620689655	59.0909090909091
Holdemania_sp_AP2-250	UseforMeta	Response	-0.0879	-0.0879	0.4621	0.4621	0.0%	0	0	10.2564102564103	0	0	4.59770114942529	4.54545454545455
Holdemania_unclassified-251	UseforMeta	Response	0.0328	0.0201	0.7845	0.8790	15.0%	0.0158	0	23.0769230769231	0	0	41.3793103448276	60.6060606060606
Howardella_ureilytica-252	UseforMeta	Response	0.1044	0.1044	0.3830	0.3830	0.0%	0	11.5384615384615	0	4.65116279069767	4.76190476190476	0	0
Intestinimonas_butyriciproducens-253	UseforMeta	Response	0.0852	0.0863	0.4779	0.4867	5.2%	0.0049	46.1538461538462	0	46.5116279069767	28.5714285714286	0	0
Klebsiella_oxytoca-254	UseforMeta	Response	-0.0676	-0.0676	0.5725	0.5725	0.0%	0	0	10.2564102564103	0	0	9.19540229885057	9.09090909090909
Klebsiella_pneumoniae-255	UseforMeta	Response	-0.0248	-0.0248	0.8362	0.8362	0.0%	0	3.84615384615385	46.1538461538462	9.30232558139535	7.14285714285714	6.89655172413793	15.1515151515152
Klebsiella_unclassified-256	UseforMeta	Response	0.0015	0.0015	0.9897	0.9897	0.0%	0	0	28.2051282051282	0	0	11.4942528735632	9.09090909090909
Lachnospiraceae_bacterium_1_1_57FAA-257	UseforMeta	Response	0.2077	0.2077	0.0837	0.0837	0.0%	0	0	66.6666666666667	0	0	42.5287356321839	48.4848484848485
Lachnospiraceae_bacterium_1_4_56FAA-258	UseforMeta	Response	-0.0470	-0.0470	0.6949	0.6949	0.0%	0	0	66.6666666666667	0	0	20.6896551724138	18.1818181818182
Lachnospiraceae_bacterium_2_1_58FAA-259	UseforMeta	Response	-0.0756	-0.0756	0.5269	0.5269	0.0%	0	0	61.5384615384615	0	0	45.9770114942529	33.3333333333333
Lachnospiraceae_bacterium_3_1_46FAA-260	UseforMeta	Response	0.0605	0.0605	0.6141	0.6141	0.0%	0	0	97.4358974358974	0	0	58.6206896551724	77.2727272727273
Lachnospiraceae_bacterium_3_1_57FAA_CT1-261	UseforMeta	Response	-0.0821	-0.0821	0.4922	0.4922	0.0%	0	0	84.6153846153846	0	0	66.6666666666667	62.1212121212121
Lachnospiraceae_bacterium_4_1_37FAA-262	UseforMeta	Response	-0.0619	-0.0619	0.6048	0.6048	0.0%	0	0	33.3333333333333	0	0	3.44827586206897	3.03030303030303
Lachnospiraceae_bacterium_5_1_57FAA-263	UseforMeta	Response	0.0049	0.0049	0.9675	0.9675	0.0%	0	0	79.4871794871795	0	0	27.5862068965517	10.6060606060606
Lachnospiraceae_bacterium_5_1_63FAA-264	UseforMeta	Response	0.2091	0.2091	0.0815	0.0815	0.0%	0	0	100	0	0	54.0229885057471	84.8484848484848
Lachnospiraceae_bacterium_6_1_63FAA-265	UseforMeta	Response	0.0034	0.0034	0.9771	0.9771	0.0%	0	0	25.6410256410256	0	0	3.44827586206897	4.54545454545455
Lachnospiraceae_bacterium_7_1_58FAA-266	UseforMeta	Response	-0.2078	-0.2078	0.0836	0.0836	0.0%	0	0	100	0	0	91.9540229885057	96.969696969697
Lachnospiraceae_bacterium_8_1_57FAA-267	UseforMeta	Response	0.1287	0.1287	0.2833	0.2833	0.0%	0	0	2.56410256410256	0	0	22.9885057471264	33.3333333333333
Lachnospiraceae_bacterium_9_1_43BFAA-268	UseforMeta	Response	0.0577	0.0577	0.6300	0.6300	0.0%	0	0	53.8461538461538	0	0	10.3448275862069	4.54545454545455
Lactobacillus_animalis-269	UseforMeta	Response	-0.0403	-0.0403	0.7358	0.7358	0.0%	0	0	33.3333333333333	0	0	0	0
Lactobacillus_animalis:Lactobacillus_apodemi:Lactobacillus_murinus-270	UseforMeta	Response	0.0530	0.0530	0.6576	0.6576	0.0%	0	0	0	20.9302325581395	30.952380952381	0	0
Lactobacillus_casei_paracasei-271	UseforMeta	Response	-0.0470	-0.0470	0.6947	0.6947	0.0%	0	0	35.8974358974359	0	0	11.4942528735632	6.06060606060606
Lactobacillus_delbrueckii-272	UseforMeta	Response	-0.0958	-0.0958	0.4244	0.4244	0.0%	0	3.84615384615385	5.12820512820513	0	2.38095238095238	6.89655172413793	4.54545454545455
Lactobacillus_fermentum-273	UseforMeta	Response	-0.1331	-0.1331	0.2671	0.2671	0.0%	0	7.69230769230769	48.7179487179487	13.953488372093	4.76190476190476	13.7931034482759	7.57575757575758
Lactobacillus_gasseri-274	UseforMeta	Response	-0.1310	-0.1310	0.2739	0.2739	0.0%	0	0	35.8974358974359	0	0	17.2413793103448	13.6363636363636
Lactobacillus_mucosae-275	UseforMeta	Response	0.0106	0.0106	0.9293	0.9293	0.0%	0	7.69230769230769	2.56410256410256	0	0	4.59770114942529	1.51515151515152
Lactobacillus_plantarum-276	UseforMeta	Response	0.0389	0.0389	0.7450	0.7450	0.0%	0	0	17.9487179487179	0	0	5.74712643678161	1.51515151515152
Lactobacillus_reuteri-277	UseforMeta	Response	0.0487	0.0487	0.6843	0.6843	0.0%	0	0	12.8205128205128	4.65116279069767	2.38095238095238	3.44827586206897	3.03030303030303
Lactobacillus_rhamnosus-278	UseforMeta	Response	-0.0171	-0.0171	0.8863	0.8863	0.0%	0	0	25.6410256410256	0	0	5.74712643678161	0
Lactobacillus_ruminis-279	UseforMeta	Response	0.1680	0.1680	0.1614	0.1614	0.0%	0	3.84615384615385	25.6410256410256	0	2.38095238095238	0	6.06060606060606
Lactobacillus_sakei-280	UseforMeta	Response	0.1107	0.1107	0.3545	0.3545	0.0%	0	0	5.12820512820513	0	0	4.59770114942529	1.51515151515152
Lactobacillus_salivarius-281	UseforMeta	Response	-0.1635	-0.1621	0.1741	0.2153	13.2%	0.0137	3.84615384615385	23.0769230769231	2.32558139534884	2.38095238095238	6.89655172413793	7.57575757575758
Lactobacillus_vaginalis-282	UseforMeta	Response	-0.0613	-0.0613	0.6088	0.6088	0.0%	0	0	20.5128205128205	0	2.38095238095238	8.04597701149425	3.03030303030303
Lactococcus_lactis-283	UseforMeta	Response	0.0006	0.0006	0.9961	0.9961	0.0%	0	3.84615384615385	74.3589743589744	18.6046511627907	33.3333333333333	29.8850574712644	34.8484848484849
Lactonifactor_longoviformis-284	UseforMeta	Response	0.0260	0.0260	0.8280	0.8280	0.0%	0	0	0	20.9302325581395	23.8095238095238	0	0
Marvinbryantia_formatexigens-285	UseforMeta	Response	0.0090	0.0090	0.9404	0.9404	0.0%	0	3.84615384615385	10.2564102564103	2.32558139534884	2.38095238095238	3.44827586206897	0
Megamonas_hypermegale-286	UseforMeta	Response	-0.1374	-0.1374	0.2513	0.2513	0.0%	0	0	5.12820512820513	0	0	6.89655172413793	4.54545454545455
Megamonas_rupellensis-287	UseforMeta	Response	-0.1212	-0.1212	0.3114	0.3114	0.0%	0	0	2.56410256410256	0	0	6.89655172413793	4.54545454545455
Megamonas_unclassified-288	UseforMeta	Response	-0.1689	-0.1689	0.1588	0.1588	0.0%	0	0	30.7692307692308	0	0	6.89655172413793	6.06060606060606
Megasphaera_elsdenii-289	UseforMeta	Response	-0.0293	-0.0293	0.8064	0.8064	0.0%	0	3.84615384615385	0	0	0	3.44827586206897	6.06060606060606
Megasphaera_elsdenii:Megasphaera_hominis-290	UseforMeta	Response	-0.0740	-0.0931	0.5387	0.5554	38.3%	0.0562	3.84615384615385	0	13.953488372093	2.38095238095238	0	0
Megasphaera_micronuciformis-291	UseforMeta	Response	-0.2138	-0.2138	0.0751	0.0751	0.0%	0	0	5.12820512820513	2.32558139534884	2.38095238095238	10.3448275862069	4.54545454545455
Megasphaera_unclassified-292	UseforMeta	Response	0.0294	0.0294	0.8059	0.8059	0.0%	0	0	12.8205128205128	0	0	20.6896551724138	9.09090909090909
Methanobrevibacter_smithii-293	UseforMeta	Response	0.1970	0.1970	0.1004	0.1004	0.0%	0	0	76.9230769230769	16.2790697674419	19.047619047619	36.7816091954023	45.4545454545455
Methanobrevibacter_unclassified-294	UseforMeta	Response	-0.0137	-0.0137	0.9086	0.9086	0.0%	0	0	20.5128205128205	0	0	12.6436781609195	15.1515151515152
Mitsuokella_multacida-295	UseforMeta	Response	-0.1175	-0.1175	0.3271	0.3271	0.0%	0	3.84615384615385	2.56410256410256	2.32558139534884	0	8.04597701149425	10.6060606060606
Mitsuokella_unclassified-296	UseforMeta	Response	-0.0369	-0.0369	0.7573	0.7573	0.0%	0	0	20.5128205128205	0	0	20.6896551724138	22.7272727272727
Morganella_morganii-297	UseforMeta	Response	-0.1648	-0.1648	0.1687	0.1687	0.0%	0	0	0	6.97674418604651	2.38095238095238	1.14942528735632	4.54545454545455
Odoribacter_laneus-298	UseforMeta	Response	-0.0389	-0.0425	0.7458	0.7497	15.9%	0.0171	7.69230769230769	5.12820512820513	4.65116279069767	2.38095238095238	0	3.03030303030303
Odoribacter_splanchnicus-299	UseforMeta	Response	-0.0292	-0.0394	0.8082	0.7628	13.0%	0.0135	69.2307692307692	71.7948717948718	55.8139534883721	61.9047619047619	68.9655172413793	84.8484848484848
Okadaella_gastrococcus:Streptococcus_parasanguinis-300	UseforMeta	Response	-0.0208	-0.0208	0.8615	0.8615	0.0%	0	19.2307692307692	0	0	0	0	0
Olsenella_unclassified-301	UseforMeta	Response	-0.1166	-0.1166	0.3300	0.3300	0.0%	0	0	7.69230769230769	0	0	22.9885057471264	18.1818181818182
Oribacterium_sinus-302	UseforMeta	Response	-0.2212	-0.2212	0.0653	0.0653	0.0%	0	7.69230769230769	2.56410256410256	2.32558139534884	4.76190476190476	3.44827586206897	3.03030303030303
Oscillibacter_sp_KLE_1728-303	UseforMeta	Response	0.0010	0.0010	0.9935	0.9935	0.0%	0	0	25.6410256410256	0	0	0	0
Oscillibacter_sp_KLE_1745-304	UseforMeta	Response	-0.0519	-0.0519	0.6654	0.6654	0.0%	0	0	28.2051282051282	0	0	4.59770114942529	3.03030303030303
Oscillibacter_unclassified-305	UseforMeta	Response	-0.0480	-0.0480	0.6879	0.6879	0.0%	0	0	84.6153846153846	0	0	94.2528735632184	100
Oscillibacter_valericigenes-306	UseforMeta	Response	0.0015	0.0015	0.9900	0.9900	0.0%	0	19.2307692307692	0	4.65116279069767	4.76190476190476	0	0
Oscillospira_guilliermondii-307	UseforMeta	Response	-0.0230	-0.0230	0.8476	0.8476	0.0%	0	34.6153846153846	0	6.97674418604651	11.9047619047619	0	0
Oxalobacter_formigenes-308	UseforMeta	Response	0.2559	0.2559	0.0334	0.0334	0.0%	0	11.5384615384615	25.6410256410256	20.9302325581395	9.52380952380952	26.4367816091954	40.9090909090909
Pantoea_unclassified-309	UseforMeta	Response	0.0701	0.0701	0.5581	0.5581	0.0%	0	0	0	0	0	6.89655172413793	7.57575757575758
