family	ERR2213660	ERR2213661	ERR2213662	ERR2213663	ERR2213664	ERR2213665	ERR2213666	ERR2213667	ERR2213668	ERR2213669	ERR2213670	ERR2213671	ERR2213672	ERR2213673	ERR2213674	ERR2213675	ERR2213676	ERR2213677	ERR2213678	ERR2213679	ERR2213680	ERR2213681	ERR2213682	ERR2213683	ERR2213684	ERR2213685	ERR2213686	ERR2213687	ERR2213688	ERR2213689	ERR2213690	ERR2213691	ERR2213692	ERR2213693	ERR2213694	ERR2213695	ERR2213696	ERR2213697	ERR2213698	ERR2213699	ERR2213700	ERR2213701	ERR2213702	ERR2213703	ERR2213704	ERR2213705	ERR2213706	ERR2213707	ERR2213708	ERR2213709	ERR2213710	ERR2213711	ERR2213712	ERR2213713	ERR2213714	ERR2213715	ERR2213716	ERR2213717	ERR2213718	ERR2213719	ERR2213720	ERR2213721	ERR2213722	ERR2213723	ERR2213724	ERR2213725	ERR2213726	ERR2213727	ERR2213728	ERR2213729	ERR2213730	ERR2213731	ERR2213732	ERR2213733	ERR2213734	ERR2213735	ERR2213736	ERR2213737	ERR2213738	ERR2213739	ERR2213740	ERR2213741	ERR2213742	ERR2213743	ERR2235210	ERR2235211	ERR2235212	ERR2235213	ERR2235214	ERR2235215	ERR2235216	ERR2235217	ERR2235218	ERR2235219	ERR2235220	ERR2235221	ERR2235222	ERR2235223	ERR2235224	ERR2235225	ERR2235226	ERR2235227	ERR2235228	ERR2235229	ERR2235230	ERR2235231	ERR2235232	ERR2235233	ERR2235234	ERR2235235	ERR2235236	ERR2235237	ERR2235238	ERR2235239	ERR2235240	ERR2235241	ERR2235242	ERR2235243	ERR2235244	ERR2235245	ERR2235246	ERR2235247	ERR2235248	ERR2235249	ERR2235250	ERR2235251	ERR2235252	ERR2235253	ERR2235254	ERR2235255	ERR2235256	ERR2235257	ERR2235258	ERR2235259	ERR2235260	ERR2235261	ERR2235262	ERR2235263	ERR2235264	ERR2235265	ERR2235266	ERR2235267	ERR2235268	ERR2235269	ERR2235270	ERR2235271	ERR2235272	ERR2235273	ERR2235274	ERR2235275	ERR2235276	ERR2235277	ERR2235278	ERR2235279	ERR2235280	ERR2235281	ERR2235282	ERR2235283	ERR2235284	ERR2235285	ERR2235286	ERR2235287	ERR2235288	ERR2235289	ERR2235290	ERR2235291	ERR2235292	ERR2235293	ERR2235294	ERR2235295	ERR2235296	ERR2235297	ERR2235298	ERR2235299	ERR2235300	ERR2235301	ERR2235302	ERR2235303	ERR2235304	ERR2235305	ERR2235306	ERR2235307	ERR2235308	ERR2235309	ERR2235310	ERR2235311	ERR2235312	ERR2235313	ERR2235314	ERR2235315	ERR2235316	ERR2235317	ERR2235318	ERR2235319	ERR2235320	ERR2235321	ERR2235322	ERR2235323	ERR2235324	ERR2235325	ERR2235326	ERR2235327	ERR2235328	ERR2235329	ERR2235330	ERR2235331	ERR2235332	ERR2235333	ERR2235334	ERR2235335	ERR2235336	ERR2235337	ERR2235338	ERR2235339	ERR2235340	ERR2235341	ERR2235342	ERR2235343	ERR2235344
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	0.03093	0.01505	0	0	0	0.0108	0	0	0	0.00183	0	0	0	0	0	0	0	0	0.00149	0	0	0	0	0.00671	0.00203	0.00313	0	0.00458	0	0	0	0	0	0	0	0	0	0	0.01798	0	0.00573	0.00178	0.01253	0	0	0	0.00266	0	0	0	0.01491	0.00988	0	0.01369	0	0	0	0	0.01059	0	0.02557	0	0	0	0	0	0.01129	0	0.00196	0	0	0	0.00485	0	0	0	0	0	0	0	0.00536	0	0	0	0	0	0	0	0	0	0	0.04968	0	0	0	0	0.00278	0.00197	0.00694	0	0.00204	0	0	0	0.0053	0	0	0	0	0	0	0.0038	0	0	0.0295	0	0	0	0	0	0.0045	0	0	0	0.01213	0	0	0	0	0.03419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00248	0	0	0.05107	0.00323	0	0	0	0	0	0.00446	0.00753	0.01593	0.00313	0	0.01432	0	0	0	0.00749	0.00326	0	0	0.0561	0	0	0	0.00215	0.01282	0	0	0	0	0	0.00952	0	0.0076	0	0	0	0.00458	0	0	0	0.00394	0	0	0	0.00782	0	0	0	0	0	0.00186	0	0	0.00986	0	0.04628	0	0.0206	0	0.00371	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	0	0	0	0.0184	0.56303	0.07201	0	0.04167	0.06081	0	0	0	0	0.06958	0	0.01121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00212	0	0	0	0	0	0	0.01702	0.01774	0	0.01348	0.15866	0	0	0	0.01036	0	0	0	0.13437	0.09798	0	0	0	0	0.00661	0	0	0	0	0	0.46865	0	0	0	0	0	0	0.03249	0	0	0.02047	0.13056	0	0	0	0	0	0	0	0.00777	0.10645	0.8111	0	0	0	0	0	0	0	0	0	0	0.50136	0	0	0	0.03785	0.04958	0.3227	0.01485	0.45136	0	0	1.07054	0	1.63469	0	0	0	0	0	0	0	0.06614	0	0	0.20104	0	0	0	0	0.00479	0	0	0	0	0	0.22956	0.07297	0	0	0	0	0	0	0	0.01652	0.01193	0	0	0.20364	0	0	0	0.26864	0	0	0	0.24197	0.01368	0.00218	0	0	0	0.02411	0.04875	0.3176	0.05989	0.02028	0.17009	0	0	0.10461	0.16467	0	0	0	0.72107	0.3579	0	1.428	0	0.16896	0.16264	0	0	0	0.24224	0.28933	0.03302	0	0.16605	0.07865	0	0	0	0	0	0.38373	0	0.1842	0	0	0	0.39156	0.42217	0	0	0	0.00439	0.80216	0	0	0	0.06897	0	0	0.00721	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	0.06642	0.0575	0.0862	0.00062	0.78844	0	0	0.03708	0	0	0	0	0	0.81986	0.0837	0.02458	0	0.01421	0.00063	0	0	0	0	0	0	0.00375	0	0.00309	0.01769	0.34432	0.02133	0	0.00111	0.13499	0	0	0.02456	0	0.02045	0.00552	0	0	0	0	0.0114	0	0	0	0	0.01208	0.12651	0	2.94465	0	0	0	0.03116	0	0	0	0	0	0	0	2.10578	0	0.17519	0	0.45668	0	0	0.35545	0	0	0.07158	0.00124	0	0	0	0	0.00911	0	0	0	0	0.51359	0	0.01952	0	0	0	0.15317	0	0	0	7.25077	0.55489	0.01208	0	0	5.24677	0	0.59493	0.02495	0.11051	0	0.57218	0.87111	0	0.04009	0.00061	0	0	0	0.29596	0	0	0	0.01152	0	0	0	0	0	0	0	0	0	0	0	0.03823	0	0	0.04349	0	0	0	0	0	0	0.00983	0.01415	0	0	0	0	0	0	0.01252	0	0	1.61508	0	0.00171	0.0059	0	0	0	0	0	0	0	0.03442	0.0142	0	0.09359	0.16248	0	0	0	0	0.20632	0.15211	0.05302	0.00601	0.17254	0.00203	0.39694	0	0	0	0	0	0.21283	0.27868	0.71513	0	0	0.35221	0	0.20686	0	0.95442	0	0.91995	0	0	0	0	0	0	0	0.17557	0	0.44759	0	0	0	0	0.18775	0	0.01132	0	0	0	0	0.02598	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00358	0	0	0	0	0	0	0	0.00842	0	0	0	0	0	0	0	0	0	0.03835	0.0079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0101	0	0	0	0	0	0	0	0	0	0	0	0	0.09049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02103	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01959	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	1.12275	3.30029	3.48603	0.10532	0.09319	0.43876	0.21365	0.67195	0.20109	0.30954	0.12355	0.09466	0.22238	0.26001	6.33718	0.10509	0.06529	0.13961	0.07218	0	0.02912	0.01743	0.12194	0.58362	0.42846	0.28578	0.05145	0.12558	0.66177	0.07274	0.09432	0.00638	0.04775	0.02219	0.05832	0	0.1964	0.04237	0.29898	0.0279	0.79048	0.01239	0.00502	0.03862	0.00844	0	0.32891	0.04358	0.031	0.06083	1.41599	6.34009	0.17258	0.47707	0.03279	0.02301	0.94897	0.11078	0.51298	0.06214	0.46118	0.08983	0.02365	0	1.57667	0.04117	0.26823	0.09726	0.26396	0.70944	0.19557	2.24461	1.03021	0.32398	0.32371	0.23648	0.31704	0.20158	0.01357	0.09085	0.0898	0.07877	0.02344	0.10356	0.0338	0.00162	0.12276	0.49072	0.0079	0.46699	0.00367	0.95346	0.00751	0	0.00902	0.34587	0.88976	0.65896	0.11716	0.33205	1.93452	0.08293	2.31519	9.71517	0.39514	0.09429	0.18903	0.54475	0.01232	0.31706	0.03582	0.10355	0.48917	1.28999	1.70156	0.01304	0.08036	0.20572	0.1784	0	0.28026	0.03317	0.28952	1.48619	0.82258	0.00677	0	0.00351	0.02076	0.2892	0.59849	0.25481	0.02353	0.02559	0.34974	0.21383	0.02673	0.03492	0.03749	0.00501	0.18902	0.57022	0.03503	0.30955	0.32394	0.10971	0.00993	0.42437	1.45901	0.00209	0.03436	0.69499	0.00184	0.07619	0.04549	0.02144	0.06725	1.06231	0.0081	0.05576	0.05419	0.06991	0.10708	0.0267	0.24116	0.09853	1.90256	0.29757	0.51885	2.5083	0.30338	1.23851	0.18275	0.25717	0.99771	0.15207	0.0296	9.17141	0.07764	0.07698	0.14353	0.0515	0.1646	0.04561	0.07432	0.12134	0.22466	0.14781	2.24614	0	2.44122	0.03156	0.50898	0.05526	0.67191	0.07355	0.642	0	0.26951	0.02295	0.0022	3.83365	3.26689	0.29947	0.14222	0.07224	0.0636	0.06549	0.1326	0.45956	1.75622	0.29067	0	0.94755	2.35996	1.28546	0.4818	0.06155	0.12034
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	0.09006	0.11156	0.11348	25.82798	0.56112	3.10451	1.70063	0.76471	1.03774	0.00029	0.19666	0.16504	0.93053	0.24335	0.15072	2.32838	0.85585	4.53516	1.73073	0.17234	0.66817	0.11946	1.61178	1.85824	1.96435	0.50751	0.35753	0.26369	0.88507	1.97841	0.22818	6.21335	1.29232	0.05351	0.02703	0.00876	1.25268	1.72977	3.74653	6.45756	0.41358	11.66504	4.51131	4.28236	0.59989	4.53822	0.48671	0.03257	0.01685	0.02441	0.59284	0.09977	0.7442	0.12004	6.12042	0.95113	0.09472	0.21236	4.34039	0.00535	0.63926	4.57867	0.88938	0.80382	2.63987	0.29882	10.28534	0.10584	0.62797	0.31396	0.29308	0.68291	7.15615	1.54065	4.13759	0.48449	1.12028	0.05902	0.13102	0.05852	0.18062	0.649	0.77454	0.91336	0.02252	0.74611	0.88296	15.06651	0.14874	0	5.46698	0.1434	2.74279	0.26725	0.69364	0.3392	0.78648	0.20764	1.29696	1.52006	5.42922	4.75963	0.04205	0.2055	2.44126	0.35217	4.38924	7.06727	6.60606	0.72856	0.12375	2.96143	0.12509	1.52894	6.16736	0.35993	1.36316	1.71543	18.10802	3.73906	1.91429	0.3885	0.09167	0.66442	0.12642	0.22819	0.79891	0.05189	0.04305	2.71079	1.48122	0.15137	0.17241	0.1352	0.1822	0.27433	0.22914	1.81477	0.74389	0.25111	0.2449	0.18387	0.37591	0.32145	1.31294	0.00124	3.21605	0.32957	1.77852	0.50029	0.27712	0.24476	1.44001	0.38074	2.42763	4.37021	0.66728	0.6751	0.00959	0.21255	0.0833	0.01583	0.5193	0.44416	0.01729	0.03109	0.07347	0.74659	0.76211	4.94447	0.22187	0.19676	0.49257	0.24125	2.56225	0.02191	0.04181	4.8888	0.09171	0.15312	0.37656	0.15864	0.09418	0.14531	0.35526	0.12917	0.01775	0.3437	3.08305	0.48578	1.37645	0.70106	0.0691	3.36123	0.05042	0.00806	1.38771	0.01882	14.22471	3.43679	0.18514	0.00815	4.51704	0.04781	2.73042	0.54416	0.16839	5.32796	0.18268	0.02491	2.35232	0.30688	0.13865	0.09378	0.18444	0.54187	0.00737	1.71143	0.76643
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00287	0	0	0	0	0	0	0	0	0.00515	0	0	0.00463	0	0	0	0.02048	0	0	0	0	0.0084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00247	0	0	0	0.00343	0	0	0	0	0	0	0	0	0.00314	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01316	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03474	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname	0.00791	0.00602	0	1.17757	0.04442	1.33312	0.13016	0.11516	0.23487	0	0.02502	0.02942	0.04491	0.10068	0.01239	0.69254	0.22663	0.22385	0.21156	0.04621	0.06286	0.02994	0.03779	0.01834	0.05165	0.50738	0.41709	0.19047	0.10105	0.02318	0.01178	0.12112	0.00492	1.59223	0.03556	0.01322	0.46649	0.42081	0.69153	0.30128	0.09796	0	0.13567	0.09979	0.08004	0.10623	0.40799	5.5509	8.03032	7.40542	0.02844	0.05525	0.30686	0.01474	0.31965	9.989	0.00653	0.01298	0.00956	0	0.21879	0.02634	0.05637	0.1896	0.07076	0.02413	0.24558	0.03961	0.05956	0.05972	0.08202	0.08582	0.09198	0.03027	0.31983	0.01684	0.96492	0.01384	0.01607	0.01192	0.03823	0.19437	0.18062	0.07008	0.0616	0.3853	0.16742	0.76696	0.08856	0	0.48117	0.04028	0.11813	0.00149	0.38553	0.21029	0.02083	0.00515	0.00457	0.19198	0.19489	0.12458	0.03673	0.01608	0.23428	0.22266	0.15804	0.07835	0.92883	0.2639	0.39167	0.11122	0.00355	0.11088	0.12782	0.0625	0.1283	0.16656	0.17382	0.10923	0.10092	0.10007	0.01382	0.00624	0.03676	0.00794	0.00709	0.00165	0	0.51228	0.02342	0	0.00217	0	0	0.00261	0	0.0514	0.06984	0.05974	0.05972	0.07648	0.00134	0.04438	0.04078	0.01	0.00284	0.00637	0.02056	0.00774	0.01113	0.02466	0.0257	0.01609	0.20108	0.10637	0.02446	0.00582	0	0	0	0	0.13147	0.09923	0.00492	0.00904	0.00133	0.18179	0.22226	0.17216	0.14149	0.0738	0.06078	0.07019	0.05589	0	0.01389	0.06397	0.00728	0.02827	0.00602	0.02291	0.02591	0.08639	0.01169	0	0	0.00077	0	0.00081	0.14868	0.01311	0.00311	0.00188	0.00775	0.02523	0.07044	0.00314	0.21713	0.07138	0.01111	0.01352	0.0017	0.02489	0.01145	0.32312	0.02088	0.31041	0.04458	0.00472	0.08884	0.02873	0.03451	0.00845	0.02003	0	0.01138	0.06757	0.05987
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	15.97909	9.87667	18.9183	0	1.7838	0	0.04614	0.25821	0.4404	11.59451	0.79733	11.04718	0.73849	0.0654	7.75069	10.06427	14.05139	1.17335	0.2262	5.73606	4.01702	17.45571	0	0	3.12063	8.77672	12.21586	9.14091	6.84934	9.7236	15.99465	4.95735	0.82447	1.37236	7.1499	14.53925	5.50076	7.33567	4.51605	1.13833	33.64252	0	0	0	0.78346	0.72068	10.24453	4.36973	3.18417	7.24604	2.63781	9.05827	0	7.18376	3.84075	0.54621	14.67002	17.71007	15.45989	23.62393	6.65567	0.01014	1.12542	4.68233	0	8.63572	2.28857	1.55739	4.8049	0.91385	1.09695	20.57006	0.82315	1.34364	0.05813	4.80209	0	3.66415	3.39866	5.02118	1.57536	0.0933	0.33166	0.03614	21.52805	0.00157	0.18501	0.43362	4.87108	0	1.02375	7.78436	0.03426	10.07785	11.0322	11.88235	1.98343	17.58102	7.30155	0.07416	12.77692	6.62313	8.39038	3.65449	0.03008	0.51097	0	0.1948	0.00486	0.5812	15.11304	4.01131	5.20535	10.62753	2.06487	2.11173	0	1.03037	0.0309	0.25636	13.10161	12.74145	6.37057	16.83407	16.47881	2.50685	1.48195	2.78268	12.54643	13.0599	10.67742	22.50102	14.67634	6.15076	5.70226	2.64189	2.93823	0.28568	1.36129	2.6305	3.57302	7.13633	9.23066	8.52626	6.96294	0.92748	0.59502	0.82632	3.05728	1.4163	6.92069	11.56732	17.42667	25.89547	13.17332	14.94399	7.91443	25.80015	1.27727	3.18652	3.60067	9.46749	9.9269	11.75033	16.63573	17.59877	21.42318	9.13751	1.10467	11.1604	52.60747	3.51448	1.25494	4.28991	0.12602	26.5453	2.91209	3.15769	16.4212	9.28576	6.57294	9.20575	5.18375	2.76907	0.15443	2.42101	1.87421	10.30762	0	0.67253	7.01093	1.84159	3.63275	4.3896	7.58163	24.89304	10.99206	0.34578	0.00432	7.24553	19.36889	6.07615	22.9481	6.19692	17.20515	4.24337	11.41892	0.20417	10.21487	3.45263	5.09619	5.45778	6.9073	1.11603	5.61227	17.07	16.86762	9.44485	6.41777
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	4.83156	7.97352	8.32697	10.11417	7.27623	6.97303	21.85158	34.40107	11.73921	13.13601	8.24129	2.80803	1.84133	2.95951	9.34347	4.57839	2.83577	2.31036	1.87967	2.15859	5.33896	5.83866	5.55492	3.70018	5.53252	5.80164	3.91789	4.38893	8.29832	34.21091	25.45087	3.22704	2.17503	1.12439	29.86587	22.45672	11.69004	6.96167	10.791	1.41228	11.67792	0.05423	3.89451	12.09533	2.58329	4.31962	7.68346	34.6342	20.34822	25.40897	5.39131	4.75677	12.55547	23.97035	21.25458	8.09285	6.02808	5.24788	8.12842	12.55224	8.51408	1.69155	10.7774	9.48444	7.07663	9.07268	2.72731	1.84934	1.07235	5.25445	3.4378	5.994	1.31534	3.06249	7.57364	7.43806	2.22411	1.63623	3.98157	4.24206	11.56228	2.54856	3.24008	0.96736	2.81316	1.40304	15.92789	16.63836	7.03167	0	10.88071	4.89386	9.99506	4.25015	4.26418	6.61696	4.52866	8.46597	6.36994	7.61519	7.8959	8.83316	11.5074	3.77956	7.17612	6.14725	4.43081	13.78347	11.13435	2.92967	10.68561	36.67089	6.4572	10.27674	7.08263	3.63032	11.98242	8.51298	0.25281	2.23989	3.53117	1.72648	4.25787	5.02214	3.18631	0.45764	1.28859	8.72951	13.76215	27.35559	6.5548	8.49668	10.47161	30.50837	7.10993	2.89752	2.26348	9.78956	6.7518	3.66916	9.23612	14.2005	3.50119	5.75204	9.68524	24.26257	12.56262	11.06819	15.68215	5.33216	5.04898	20.03659	2.34596	6.26512	2.42889	2.18141	5.00404	6.60868	37.36019	27.43107	27.03782	4.25081	8.73375	8.18595	6.16952	10.84378	5.99631	7.53597	5.84715	6.13489	3.26408	6.95772	7.26637	7.40613	7.41787	5.83482	10.99335	6.27564	5.94314	5.9445	6.38482	7.55489	4.2193	3.1669	3.68753	2.30189	2.67496	5.57274	14.99822	1.86463	11.89228	6.06586	4.7995	3.75509	4.28503	4.35324	7.03284	3.48691	1.3093	5.3138	3.6089	17.50574	5.15897	5.08153	3.1573	14.18762	7.76963	3.23173	10.47566	3.85305	5.03662	23.87152	6.83763	8.40319	4.86379	13.42103	9.34528	7.6468	5.56069
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	0.40601	0.59577	0.51057	0.59761	0.25828	0	1.16228	1.46988	4.61203	0.11016	0.27549	0.08925	0.7927	1.67089	0.1765	3.22064	3.05871	0.01532	0.05629	1.19333	0.16405	0.35581	1.63488	1.39904	1.56442	2.99885	2.70855	1.55916	0.06149	0.09316	0.13809	2.10121	0.30791	0.01201	0.24579	0.26496	2.80087	3.72131	3.32521	0	1.16714	3.68491	2.7612	3.62259	1.15363	2.81238	2.66279	0.12107	0.1665	0.1924	0.61176	0.57427	1.76418	0.45491	1.20255	0.20213	0.5781	1.38106	0.3668	0.07968	1.22518	1.47402	0.97835	1.83965	3.40672	0.03049	0.19372	0.32886	0.79727	1.21769	1.04572	0.77013	1.71573	0.50509	2.89501	0.52929	2.39416	0.75118	0.97597	0.44982	0.67384	2.46324	1.82055	0.53506	0.21749	0	3.92161	2.41579	1.14775	0	1.47705	0.47483	1.08923	0.74764	1.4276	0.71233	0.03097	0.21535	0.38699	0.54086	1.54925	2.43515	1.7028	0.29575	0.37112	1.93123	0.63242	0	7.59543	0.65329	1.41472	1.93578	0.39073	1.74767	0.56684	1.26875	0.25352	0.74881	0.19074	1.26666	0.20921	1.24796	0.88778	0.24226	1.17827	0.19841	0.07826	0.65846	0.31324	0.70009	0.77176	0.42718	0.57252	0.16174	0.39646	0.94152	0.62482	1.36364	1.05979	0.33431	0.43946	0.84686	0.91262	1.89516	2.06185	0.30763	0.09519	0.33345	0.35604	0.86689	0.6192	0.60228	0.00478	0.49477	1.78511	1.57419	0.49699	0.10737	0.30236	0.24088	0.18961	0.62079	0.20513	0.27619	0.21571	0.23435	0.50978	4.08506	3.44295	2.30145	0.66044	1.37804	1.50096	2.088	0.95994	0.06179	0.33461	0.58696	0.69736	1.32277	0.20373	0.43746	0.35111	1.5535	0.28148	0.46935	0.31244	0.01947	0	0.23854	1.64524	2.22848	0.29218	0.72783	0.40334	0.26393	0.36655	0.05437	0.72924	1.08213	0.45723	0.15388	0.07105	0.59274	0.04538	0.77553	0.36264	1.15739	0.82313	0.3314	0.69784	0.64187	1.72874	0.12264	0.60791	0.26721	0.57638	1.07531	1.38528
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	0.04771	0.11021	0.02182	0.02498	0.17476	0	0.025	0.05474	0.0233	0.06939	0.01755	0.65621	0.08259	0	0	0.05588	0	0.0166	0.02622	0.02161	0.06801	0.21043	0.04304	0.06958	0.03435	0.04694	0.02943	0.00182	0	0	0.00148	0	0.01479	0.02054	0	0.01733	0.0108	0.00208	0.02723	0.06408	0.17945	0	0.01663	0.4266	0.05952	0	0.10549	0.06639	0.1187	0.02153	0.02427	0.06013	0.01579	0.07099	0	0	0.15078	0.01926	0.06455	0.04475	0.00974	0	0	0	0	0	0	0	0.05393	0	0	0.15122	0	0	0	0.00865	0.03024	0	0	0.04426	0.01994	0.00406	0.02162	0	0.03249	0	0.03111	0.05709	0.05776	0	0.18753	0.09348	0	0	0.04979	0.15732	0.02849	0.43563	0.00957	0	0.03357	0.07608	0.29976	0	0	0.05838	0	0.05019	0	0.013	0	0.02647	0.21438	0	0.09596	0.0164	0.09148	0	0.02557	0	0.01201	0.01616	0.04829	0.0409	0.11331	0.12668	0.08456	0.03928	0.06181	0.06971	0	0.03912	0	0	0	0.00813	0	0	0.05595	0.02071	0.04248	0.00046	0.03643	0	0.15366	0.04394	0.02506	0.02819	0.44351	0.01293	0.07069	0.0356	0.03401	0.02715	0.011	0.00288	0.06892	0	0	0	0	0.06687	0.16472	0.04123	0.0832	0.04063	0.01771	0.053	0.08233	0.07869	0.06696	0	0	0.03409	0	0.08659	0.11964	0.04298	0.21762	0.03152	0.07435	0.04116	0.05783	0.02836	0	0	0	0	0.03406	0	0	0.0531	0.03542	0.13027	0.13397	0.05114	0	0	0.27494	0.02069	0.1883	0	0.2667	0.00043	0.08118	0	0.02776	0.02673	0.23309	0.02725	0	0.12535	0.03646	0.1323	0	0.06382	0	0	0.02213
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	21.80197	9.27417	14.87755	0.20468	39.42503	11.03259	10.12968	15.74445	10.60075	11.33028	14.64392	22.61796	19.82957	13.8325	26.24088	17.00823	27.85312	3.55634	4.45151	22.55233	26.10398	22.26444	9.02769	23.87455	14.23239	12.16217	14.3935	23.68522	7.08283	14.49932	16.98498	6.93897	33.75891	1.63395	17.78586	17.59955	6.17221	13.09018	11.19483	0.1409	17.20732	10.00423	12.22026	5.80529	13.60846	15.67807	18.28996	25.22975	38.39956	34.00321	37.93681	22.98545	4.6775	23.43215	26.87619	17.04252	24.76485	23.63105	17.77086	20.21467	25.21385	8.11052	20.00633	41.03007	9.74852	11.01175	0.02487	28.18484	10.05934	21.44562	18.94628	6.23482	7.43687	50.37394	30.89477	13.11175	33.11793	7.4551	10.68845	8.29187	17.12945	14.74127	19.25968	8.11853	14.37105	2.93884	8.6855	2.17769	18.96954	0.0027	3.63882	30.02726	9.3332	33.89687	13.35702	21.57254	11.21681	23.29113	13.25788	14.46962	17.08033	37.40849	24.93777	16.88542	5.45455	10.23068	2.75155	3.84454	1.61062	10.90547	11.5674	7.84223	24.87215	14.70547	23.13862	11.67351	9.59993	12.5828	1.62415	18.1844	8.3512	4.90511	29.19625	29.09794	28.37124	40.89767	31.58548	25.33138	17.52787	40.70064	20.39941	20.14399	16.94472	13.04288	28.60078	22.87057	22.13411	12.73244	11.64854	14.58221	17.60976	17.50307	18.71813	16.88552	23.70259	39.28669	30.26422	40.23614	14.73956	46.3876	60.19149	14.61187	7.2236	23.98019	9.10968	19.03229	14.23528	31.57517	18.04393	17.47975	16.36739	29.52671	22.2513	15.01672	27.19397	29.23066	24.32946	15.7801	21.9889	20.07035	8.42154	14.24574	4.88424	21.976	7.09177	29.3093	19.26838	29.8489	25.92742	14.42569	28.40628	30.19533	23.64745	25.89672	9.19574	14.95815	16.17741	9.4152	0.49888	2.11813	22.7653	23.42727	18.77213	18.18418	25.3124	25.88137	19.02534	7.57787	0.06993	11.76695	32.08013	26.48816	18.67397	26.60856	28.60102	14.51055	26.08766	8.77736	19.56808	18.07062	13.37684	10.91896	6.10746	2.46359	11.28745	25.33894	36.05394	29.16614	15.56725
