"Study"	"Rtype"	"Type"	"thresh"	"SN"	"SP"	"PPV"	"NPV"	"ACC"	"F1"
"Peters Melanoma"	"Response2"	"re-analysis-agg"	"8.71"	53.8461538461538	100	"100"	"40"	"64.7058823529412"	"70"
"Peters Melanoma"	"Response2"	"re-analysis-agg"	"9.728"	46.1538461538462	100	"100"	"36.3636363636364"	"58.8235294117647"	"63.1578947368421"
"Peters Melanoma"	"Response2"	"re-analysis-agg"	"10.362"	38.4615384615385	100	"100"	"33.3333333333333"	"52.9411764705882"	"55.5555555555556"
"Peters Melanoma"	"Response2"	"re-analysis-agg"	"10.608"	30.7692307692308	100	"100"	"30.7692307692308"	"47.0588235294118"	"47.0588235294118"
"Peters Melanoma"	"Response2"	"re-analysis-agg"	"11.66"	23.0769230769231	100	"100"	"28.5714285714286"	"41.1764705882353"	"37.5"
"Peters Melanoma"	"Response2"	"re-analysis-agg"	"13.623"	15.3846153846154	100	"100"	"26.6666666666667"	"35.2941176470588"	"26.6666666666667"
"Peters Melanoma"	"Response2"	"re-analysis-agg"	"39.682"	7.69230769230769	100	"100"	"25"	"29.4117647058824"	"14.2857142857143"
"Peters Melanoma"	"Response2"	"re-analysis-agg"	"40.682"	0	100	"NaN"	"23.5294117647059"	"23.5294117647059"	"NaN"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-33.061"	100	0	"30.7692307692308"	"NaN"	"30.7692307692308"	"47.0588235294118"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-32.061"	100	0	"30.7692307692308"	"NaN"	"30.7692307692308"	"47.0588235294118"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-20.031"	100	2.77777777777778	"31.3725490196078"	"100"	"32.6923076923077"	"47.7611940298507"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-14.865"	100	5.55555555555556	"32"	"100"	"34.6153846153846"	"48.4848484848485"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-12.966"	100	8.33333333333333	"32.6530612244898"	"100"	"36.5384615384615"	"49.2307692307692"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-11.821"	100	11.1111111111111	"33.3333333333333"	"100"	"38.4615384615385"	"50"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-6.961"	100	13.8888888888889	"34.0425531914894"	"100"	"40.3846153846154"	"50.7936507936508"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-5.551"	100	16.6666666666667	"34.7826086956522"	"100"	"42.3076923076923"	"51.6129032258064"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-5.202"	100	19.4444444444444	"35.5555555555556"	"100"	"44.2307692307692"	"52.4590163934426"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-3.41"	100	22.2222222222222	"36.3636363636364"	"100"	"46.1538461538462"	"53.3333333333333"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-1.833"	93.75	22.2222222222222	"34.8837209302326"	"88.8888888888889"	"44.2307692307692"	"50.8474576271186"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-1.686"	93.75	22.2222222222222	"34.8837209302326"	"88.8888888888889"	"44.2307692307692"	"50.8474576271186"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-0.901"	87.5	22.2222222222222	"33.3333333333333"	"80"	"42.3076923076923"	"48.2758620689655"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-0.792"	87.5	25	"34.1463414634146"	"81.8181818181818"	"44.2307692307692"	"49.1228070175439"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-0.708"	87.5	27.7777777777778	"35"	"83.3333333333333"	"46.1538461538462"	"50"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-0.618"	81.25	27.7777777777778	"33.3333333333333"	"76.9230769230769"	"44.2307692307692"	"47.2727272727273"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-0.492"	81.25	30.5555555555556	"34.2105263157895"	"78.5714285714286"	"46.1538461538462"	"48.1481481481482"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-0.254"	75	30.5555555555556	"32.4324324324324"	"73.3333333333333"	"44.2307692307692"	"45.2830188679245"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-0.067"	68.75	30.5555555555556	"30.5555555555556"	"68.75"	"42.3076923076923"	"42.3076923076923"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"0.139"	62.5	30.5555555555556	"28.5714285714286"	"64.7058823529412"	"40.3846153846154"	"39.2156862745098"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"0.278"	56.25	30.5555555555556	"26.4705882352941"	"61.1111111111111"	"38.4615384615385"	"36"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"0.783"	56.25	33.3333333333333	"27.2727272727273"	"63.1578947368421"	"40.3846153846154"	"36.734693877551"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"0.815"	56.25	36.1111111111111	"28.125"	"65"	"42.3076923076923"	"37.5"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"0.832"	56.25	38.8888888888889	"29.0322580645161"	"66.6666666666667"	"44.2307692307692"	"38.2978723404255"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"1.166"	56.25	41.6666666666667	"30"	"68.1818181818182"	"46.1538461538462"	"39.1304347826087"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"1.217"	56.25	44.4444444444444	"31.0344827586207"	"69.5652173913043"	"48.0769230769231"	"40"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"2.037"	56.25	47.2222222222222	"32.1428571428571"	"70.8333333333333"	"50"	"40.9090909090909"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"2.271"	50	47.2222222222222	"29.6296296296296"	"68"	"48.0769230769231"	"37.2093023255814"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"2.565"	50	50	"30.7692307692308"	"69.2307692307692"	"50"	"38.0952380952381"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"2.665"	43.75	50	"28"	"66.6666666666667"	"48.0769230769231"	"34.1463414634146"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"2.711"	37.5	50	"25"	"64.2857142857143"	"46.1538461538462"	"30"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"2.821"	37.5	52.7777777777778	"26.0869565217391"	"65.5172413793103"	"48.0769230769231"	"30.7692307692308"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"2.839"	37.5	55.5555555555556	"27.2727272727273"	"66.6666666666667"	"50"	"31.5789473684211"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"2.843"	37.5	58.3333333333333	"28.5714285714286"	"67.741935483871"	"51.9230769230769"	"32.4324324324324"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"4.432"	37.5	61.1111111111111	"30"	"68.75"	"53.8461538461538"	"33.3333333333333"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"4.539"	31.25	61.1111111111111	"26.3157894736842"	"66.6666666666667"	"51.9230769230769"	"28.5714285714286"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"4.77"	31.25	63.8888888888889	"27.7777777777778"	"67.6470588235294"	"53.8461538461538"	"29.4117647058824"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"5.744"	25	63.8888888888889	"23.5294117647059"	"65.7142857142857"	"51.9230769230769"	"24.2424242424242"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"5.942"	25	66.6666666666667	"25"	"66.6666666666667"	"53.8461538461538"	"25"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"6.676"	25	69.4444444444444	"26.6666666666667"	"67.5675675675676"	"55.7692307692308"	"25.8064516129032"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"6.722"	18.75	69.4444444444444	"21.4285714285714"	"65.7894736842105"	"53.8461538461538"	"20"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"7.04"	18.75	72.2222222222222	"23.0769230769231"	"66.6666666666667"	"55.7692307692308"	"20.6896551724138"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"7.227"	18.75	75	"25"	"67.5"	"57.6923076923077"	"21.4285714285714"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"7.402"	18.75	77.7777777777778	"27.2727272727273"	"68.2926829268293"	"59.6153846153846"	"22.2222222222222"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"7.579"	12.5	77.7777777777778	"20"	"66.6666666666667"	"57.6923076923077"	"15.3846153846154"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"8.829"	12.5	80.5555555555556	"22.2222222222222"	"67.4418604651163"	"59.6153846153846"	"16"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"10.511"	12.5	83.3333333333333	"25"	"68.1818181818182"	"61.5384615384615"	"16.6666666666667"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"10.956"	12.5	86.1111111111111	"28.5714285714286"	"68.8888888888889"	"63.4615384615385"	"17.3913043478261"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"16.47"	12.5	88.8888888888889	"33.3333333333333"	"69.5652173913043"	"65.3846153846154"	"18.1818181818182"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"19.984"	6.25	88.8888888888889	"20"	"68.0851063829787"	"63.4615384615385"	"9.52380952380952"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"20.403"	6.25	91.6666666666667	"25"	"68.75"	"65.3846153846154"	"10"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"21.19"	6.25	94.4444444444444	"33.3333333333333"	"69.3877551020408"	"67.3076923076923"	"10.5263157894737"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"24.554"	0	94.4444444444444	"0"	"68"	"65.3846153846154"	"0"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"28.551"	0	94.4444444444444	"0"	"68"	"65.3846153846154"	"0"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"32.221"	0	97.2222222222222	"0"	"68.6274509803922"	"67.3076923076923"	"0"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"33.221"	0	100	"NaN"	"69.2307692307692"	"69.2307692307692"	"NaN"
"Zheng HCC"	"Response2"	"re-analysis-agg"	"-19.341927316"	100	0	"37.5"	"NaN"	"37.5"	"54.5454545454546"
"Zheng HCC"	"Response2"	"re-analysis-agg"	"-18.341927316"	100	0	"37.5"	"NaN"	"37.5"	"54.5454545454546"
"Zheng HCC"	"Response2"	"re-analysis-agg"	"-15.8587178216"	100	20	"42.8571428571429"	"100"	"50"	"60"
"Zheng HCC"	"Response2"	"re-analysis-agg"	"-12.1407297176"	100	40	"50"	"100"	"62.5"	"66.6666666666667"
"Zheng HCC"	"Response2"	"re-analysis-agg"	"-8.446931689"	100	60	"60"	"100"	"75"	"75"
"Zheng HCC"	"Response2"	"re-analysis-agg"	"-5.2087194754"	100	80	"75"	"100"	"87.5"	"85.7142857142857"
"Zheng HCC"	"Response2"	"re-analysis-agg"	"-3.3989272458"	66.6666666666667	80	"66.6666666666667"	"80"	"75"	"66.6666666666667"
"Zheng HCC"	"Response2"	"re-analysis-agg"	"3.1880217384"	66.6666666666667	100	"100"	"83.3333333333333"	"87.5"	"80"
"Zheng HCC"	"Response2"	"re-analysis-agg"	"4.0968407193"	33.3333333333333	100	"100"	"71.4285714285714"	"75"	"50"
"Zheng HCC"	"Response2"	"re-analysis-agg"	"5.0968407193"	0	100	"NaN"	"62.5"	"62.5"	"NaN"
