"Study"	"Rtype"	"Type"	"thresh"	"SN"	"SP"	"PPV"	"NPV"	"ACC"	"F1"
"Richard NSCLC"	"Response2"	"re-analysis-nr"	"-1.188"	16.6666666666667	68.1818181818182	"22.2222222222222"	"60"	"50"	"19.047619047619"
"Richard NSCLC"	"Response2"	"re-analysis-nr"	"-0.963"	16.6666666666667	70.4545454545455	"23.5294117647059"	"60.7843137254902"	"51.4705882352941"	"19.5121951219512"
"Richard NSCLC"	"Response2"	"re-analysis-nr"	"-0.951"	16.6666666666667	72.7272727272727	"25"	"61.5384615384615"	"52.9411764705882"	"20"
"Richard NSCLC"	"Response2"	"re-analysis-nr"	"-0.72"	16.6666666666667	75	"26.6666666666667"	"62.2641509433962"	"54.4117647058824"	"20.5128205128205"
"Richard NSCLC"	"Response2"	"re-analysis-nr"	"-0.706"	16.6666666666667	77.2727272727273	"28.5714285714286"	"62.962962962963"	"55.8823529411765"	"21.0526315789474"
"Richard NSCLC"	"Response2"	"re-analysis-nr"	"-0.677"	16.6666666666667	79.5454545454545	"30.7692307692308"	"63.6363636363636"	"57.3529411764706"	"21.6216216216216"
"Richard NSCLC"	"Response2"	"re-analysis-nr"	"-0.664"	16.6666666666667	81.8181818181818	"33.3333333333333"	"64.2857142857143"	"58.8235294117647"	"22.2222222222222"
"Richard NSCLC"	"Response2"	"re-analysis-nr"	"-0.658"	12.5	81.8181818181818	"27.2727272727273"	"63.1578947368421"	"57.3529411764706"	"17.1428571428571"
"Richard NSCLC"	"Response2"	"re-analysis-nr"	"-0.622"	12.5	84.0909090909091	"30"	"63.7931034482759"	"58.8235294117647"	"17.6470588235294"
"Richard NSCLC"	"Response2"	"re-analysis-nr"	"-0.541"	12.5	86.3636363636364	"33.3333333333333"	"64.406779661017"	"60.2941176470588"	"18.1818181818182"
"Richard NSCLC"	"Response2"	"re-analysis-nr"	"-0.495"	12.5	88.6363636363636	"37.5"	"65"	"61.7647058823529"	"18.75"
"Richard NSCLC"	"Response2"	"re-analysis-nr"	"-0.419"	12.5	90.9090909090909	"42.8571428571429"	"65.5737704918033"	"63.2352941176471"	"19.3548387096774"
"Richard NSCLC"	"Response2"	"re-analysis-nr"	"-0.387"	12.5	93.1818181818182	"50"	"66.1290322580645"	"64.7058823529412"	"20"
"Richard NSCLC"	"Response2"	"re-analysis-nr"	"-0.35"	12.5	95.4545454545455	"60"	"66.6666666666667"	"66.1764705882353"	"20.6896551724138"
"Richard NSCLC"	"Response2"	"re-analysis-nr"	"-0.32"	8.33333333333333	95.4545454545455	"50"	"65.625"	"64.7058823529412"	"14.2857142857143"
"Richard NSCLC"	"Response2"	"re-analysis-nr"	"-0.27"	8.33333333333333	97.7272727272727	"66.6666666666667"	"66.1538461538462"	"66.1764705882353"	"14.8148148148148"
"Richard NSCLC"	"Response2"	"re-analysis-nr"	"-0.264"	4.16666666666667	97.7272727272727	"50"	"65.1515151515152"	"64.7058823529412"	"7.69230769230769"
"Richard NSCLC"	"Response2"	"re-analysis-nr"	"-0.217"	4.16666666666667	100	"100"	"65.6716417910448"	"66.1764705882353"	"8"
"Richard NSCLC"	"Response2"	"re-analysis-nr"	"0.783"	0	100	"NaN"	"64.7058823529412"	"64.7058823529412"	"NaN"
"Zheng HCC"	"Response2"	"re-analysis-nr"	"-23.877088379"	100	0	"37.5"	"NaN"	"37.5"	"54.5454545454546"
"Zheng HCC"	"Response2"	"re-analysis-nr"	"-22.877088379"	100	0	"37.5"	"NaN"	"37.5"	"54.5454545454546"
"Zheng HCC"	"Response2"	"re-analysis-nr"	"-21.0626787596"	100	20	"42.8571428571429"	"100"	"50"	"60"
"Zheng HCC"	"Response2"	"re-analysis-nr"	"-16.8231873306"	100	40	"50"	"100"	"62.5"	"66.6666666666667"
"Zheng HCC"	"Response2"	"re-analysis-nr"	"-9.6011659034"	100	60	"60"	"100"	"75"	"75"
"Zheng HCC"	"Response2"	"re-analysis-nr"	"-9.045171809"	66.6666666666667	60	"50"	"75"	"62.5"	"57.1428571428571"
"Zheng HCC"	"Response2"	"re-analysis-nr"	"-3.4048375388"	66.6666666666667	80	"66.6666666666667"	"80"	"75"	"66.6666666666667"
"Zheng HCC"	"Response2"	"re-analysis-nr"	"-2.2116386907"	66.6666666666667	100	"100"	"83.3333333333333"	"87.5"	"80"
"Zheng HCC"	"Response2"	"re-analysis-nr"	"-0.8767278596"	33.3333333333333	100	"100"	"71.4285714285714"	"75"	"50"
"Zheng HCC"	"Response2"	"re-analysis-nr"	"0.1232721404"	0	100	"NaN"	"62.5"	"62.5"	"NaN"
"Peters Melanoma"	"Response2"	"re-analysis-agg"	"-5.332"	100	0	"80"	"NaN"	"80"	"88.8888888888889"
"Peters Melanoma"	"Response2"	"re-analysis-agg"	"-4.332"	100	0	"80"	"NaN"	"80"	"88.8888888888889"
"Peters Melanoma"	"Response2"	"re-analysis-agg"	"-4.173"	93.75	0	"78.9473684210526"	"0"	"75"	"85.7142857142857"
"Peters Melanoma"	"Response2"	"re-analysis-agg"	"-1.319"	93.75	25	"83.3333333333333"	"50"	"80"	"88.2352941176471"
"Peters Melanoma"	"Response2"	"re-analysis-agg"	"-0.248"	87.5	25	"82.3529411764706"	"33.3333333333333"	"75"	"84.8484848484849"
"Peters Melanoma"	"Response2"	"re-analysis-agg"	"1.573"	87.5	50	"87.5"	"50"	"80"	"87.5"
"Peters Melanoma"	"Response2"	"re-analysis-agg"	"3.048"	81.25	50	"86.6666666666667"	"40"	"75"	"83.8709677419355"
"Peters Melanoma"	"Response2"	"re-analysis-agg"	"3.949"	75	50	"85.7142857142857"	"33.3333333333333"	"70"	"80"
"Peters Melanoma"	"Response2"	"re-analysis-agg"	"5.774"	75	75	"92.3076923076923"	"42.8571428571429"	"75"	"82.7586206896552"
"Peters Melanoma"	"Response2"	"re-analysis-agg"	"7.201"	68.75	75	"91.6666666666667"	"37.5"	"70"	"78.5714285714286"
"Peters Melanoma"	"Response2"	"re-analysis-agg"	"7.521"	68.75	100	"100"	"44.4444444444444"	"75"	"81.4814814814815"
"Peters Melanoma"	"Response2"	"re-analysis-agg"	"8.48"	62.5	100	"100"	"40"	"70"	"76.9230769230769"
"Peters Melanoma"	"Response2"	"re-analysis-agg"	"8.71"	56.25	100	"100"	"36.3636363636364"	"65"	"72"
"Peters Melanoma"	"Response2"	"re-analysis-agg"	"9.728"	50	100	"100"	"33.3333333333333"	"60"	"66.6666666666667"
"Peters Melanoma"	"Response2"	"re-analysis-agg"	"10.362"	43.75	100	"100"	"30.7692307692308"	"55"	"60.8695652173913"
"Peters Melanoma"	"Response2"	"re-analysis-agg"	"10.608"	37.5	100	"100"	"28.5714285714286"	"50"	"54.5454545454546"
"Peters Melanoma"	"Response2"	"re-analysis-agg"	"11.66"	31.25	100	"100"	"26.6666666666667"	"45"	"47.6190476190476"
"Peters Melanoma"	"Response2"	"re-analysis-agg"	"13.623"	25	100	"100"	"25"	"40"	"40"
"Peters Melanoma"	"Response2"	"re-analysis-agg"	"15.615"	18.75	100	"100"	"23.5294117647059"	"35"	"31.5789473684211"
"Peters Melanoma"	"Response2"	"re-analysis-agg"	"16.569"	12.5	100	"100"	"22.2222222222222"	"30"	"22.2222222222222"
"Peters Melanoma"	"Response2"	"re-analysis-agg"	"39.682"	6.25	100	"100"	"21.0526315789474"	"25"	"11.7647058823529"
"Peters Melanoma"	"Response2"	"re-analysis-agg"	"40.682"	0	100	"NaN"	"20"	"20"	"NaN"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-51.329"	100	0	"35.2941176470588"	"NaN"	"35.2941176470588"	"52.1739130434783"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-50.329"	100	0	"35.2941176470588"	"NaN"	"35.2941176470588"	"52.1739130434783"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-32.061"	95.8333333333333	0	"34.3283582089552"	"0"	"33.8235294117647"	"50.5494505494505"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-20.031"	95.8333333333333	2.27272727272727	"34.8484848484849"	"50"	"35.2941176470588"	"51.1111111111111"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-16.46"	95.8333333333333	4.54545454545455	"35.3846153846154"	"66.6666666666667"	"36.7647058823529"	"51.685393258427"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-14.865"	91.6666666666667	4.54545454545455	"34.375"	"50"	"35.2941176470588"	"50"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-12.966"	91.6666666666667	6.81818181818182	"34.9206349206349"	"60"	"36.7647058823529"	"50.5747126436782"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-11.821"	91.6666666666667	9.09090909090909	"35.4838709677419"	"66.6666666666667"	"38.2352941176471"	"51.1627906976744"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-8.023"	91.6666666666667	11.3636363636364	"36.0655737704918"	"71.4285714285714"	"39.7058823529412"	"51.7647058823529"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-7.711"	91.6666666666667	13.6363636363636	"36.6666666666667"	"75"	"41.1764705882353"	"52.3809523809524"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-6.961"	91.6666666666667	15.9090909090909	"37.2881355932203"	"77.7777777777778"	"42.6470588235294"	"53.0120481927711"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-6.922"	91.6666666666667	18.1818181818182	"37.9310344827586"	"80"	"44.1176470588235"	"53.6585365853658"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-5.551"	87.5	18.1818181818182	"36.8421052631579"	"72.7272727272727"	"42.6470588235294"	"51.8518518518519"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-5.202"	87.5	20.4545454545455	"37.5"	"75"	"44.1176470588235"	"52.5"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-3.546"	87.5	22.7272727272727	"38.1818181818182"	"76.9230769230769"	"45.5882352941176"	"53.1645569620253"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-3.41"	87.5	25	"38.8888888888889"	"78.5714285714286"	"47.0588235294118"	"53.8461538461538"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-3.102"	83.3333333333333	25	"37.7358490566038"	"73.3333333333333"	"45.5882352941176"	"51.9480519480519"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-1.833"	83.3333333333333	27.2727272727273	"38.4615384615385"	"75"	"47.0588235294118"	"52.6315789473684"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-1.686"	83.3333333333333	27.2727272727273	"38.4615384615385"	"75"	"47.0588235294118"	"52.6315789473684"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-1.61"	79.1666666666667	27.2727272727273	"37.2549019607843"	"70.5882352941177"	"45.5882352941176"	"50.6666666666667"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-0.901"	75	27.2727272727273	"36"	"66.6666666666667"	"44.1176470588235"	"48.6486486486487"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-0.792"	75	29.5454545454545	"36.734693877551"	"68.4210526315789"	"45.5882352941176"	"49.3150684931507"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-0.708"	75	31.8181818181818	"37.5"	"70"	"47.0588235294118"	"50"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-0.618"	70.8333333333333	31.8181818181818	"36.1702127659574"	"66.6666666666667"	"45.5882352941176"	"47.887323943662"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-0.492"	70.8333333333333	34.0909090909091	"36.9565217391304"	"68.1818181818182"	"47.0588235294118"	"48.5714285714286"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-0.387"	66.6666666666667	34.0909090909091	"35.5555555555556"	"65.2173913043478"	"45.5882352941176"	"46.3768115942029"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-0.29"	66.6666666666667	36.3636363636364	"36.3636363636364"	"66.6666666666667"	"47.0588235294118"	"47.0588235294118"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-0.2779444115"	66.6666666666667	38.6363636363636	"37.2093023255814"	"68"	"48.5294117647059"	"47.7611940298507"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-0.254"	62.5	38.6363636363636	"35.7142857142857"	"65.3846153846154"	"47.0588235294118"	"45.4545454545455"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"-0.067"	58.3333333333333	38.6363636363636	"34.1463414634146"	"62.962962962963"	"45.5882352941176"	"43.0769230769231"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"0.139"	54.1666666666667	38.6363636363636	"32.5"	"60.7142857142857"	"44.1176470588235"	"40.625"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"0.262"	50	38.6363636363636	"30.7692307692308"	"58.6206896551724"	"42.6470588235294"	"38.0952380952381"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"0.278"	45.8333333333333	38.6363636363636	"28.9473684210526"	"56.6666666666667"	"41.1764705882353"	"35.4838709677419"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"0.783"	45.8333333333333	40.9090909090909	"29.7297297297297"	"58.0645161290323"	"42.6470588235294"	"36.0655737704918"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"0.815"	45.8333333333333	43.1818181818182	"30.5555555555556"	"59.375"	"44.1176470588235"	"36.6666666666667"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"0.832"	45.8333333333333	45.4545454545455	"31.4285714285714"	"60.6060606060606"	"45.5882352941176"	"37.2881355932203"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"1.166"	45.8333333333333	47.7272727272727	"32.3529411764706"	"61.7647058823529"	"47.0588235294118"	"37.9310344827586"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"1.217"	45.8333333333333	50	"33.3333333333333"	"62.8571428571429"	"48.5294117647059"	"38.5964912280702"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"2.037"	45.8333333333333	52.2727272727273	"34.375"	"63.8888888888889"	"50"	"39.2857142857143"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"2.271"	41.6666666666667	52.2727272727273	"32.258064516129"	"62.1621621621622"	"48.5294117647059"	"36.3636363636364"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"2.565"	41.6666666666667	54.5454545454545	"33.3333333333333"	"63.1578947368421"	"50"	"37.037037037037"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"2.659"	37.5	54.5454545454545	"31.0344827586207"	"61.5384615384615"	"48.5294117647059"	"33.9622641509434"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"2.665"	33.3333333333333	54.5454545454545	"28.5714285714286"	"60"	"47.0588235294118"	"30.7692307692308"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"2.711"	29.1666666666667	54.5454545454545	"25.9259259259259"	"58.5365853658537"	"45.5882352941176"	"27.4509803921569"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"2.821"	29.1666666666667	56.8181818181818	"26.9230769230769"	"59.5238095238095"	"47.0588235294118"	"28"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"2.839"	29.1666666666667	59.0909090909091	"28"	"60.4651162790698"	"48.5294117647059"	"28.5714285714286"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"2.843"	29.1666666666667	61.3636363636364	"29.1666666666667"	"61.3636363636364"	"50"	"29.1666666666667"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"4.432"	29.1666666666667	63.6363636363636	"30.4347826086957"	"62.2222222222222"	"51.4705882352941"	"29.7872340425532"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"4.539"	25	63.6363636363636	"27.2727272727273"	"60.8695652173913"	"50"	"26.0869565217391"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"4.702"	25	65.9090909090909	"28.5714285714286"	"61.7021276595745"	"51.4705882352941"	"26.6666666666667"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"4.77"	25	68.1818181818182	"30"	"62.5"	"52.9411764705882"	"27.2727272727273"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"5.744"	20.8333333333333	68.1818181818182	"26.3157894736842"	"61.2244897959184"	"51.4705882352941"	"23.2558139534884"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"5.942"	20.8333333333333	70.4545454545455	"27.7777777777778"	"62"	"52.9411764705882"	"23.8095238095238"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"6.676"	20.8333333333333	72.7272727272727	"29.4117647058824"	"62.7450980392157"	"54.4117647058824"	"24.390243902439"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"6.722"	16.6666666666667	72.7272727272727	"25"	"61.5384615384615"	"52.9411764705882"	"20"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"7.04"	16.6666666666667	75	"26.6666666666667"	"62.2641509433962"	"54.4117647058824"	"20.5128205128205"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"7.227"	16.6666666666667	77.2727272727273	"28.5714285714286"	"62.962962962963"	"55.8823529411765"	"21.0526315789474"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"7.402"	16.6666666666667	79.5454545454545	"30.7692307692308"	"63.6363636363636"	"57.3529411764706"	"21.6216216216216"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"7.579"	12.5	79.5454545454545	"25"	"62.5"	"55.8823529411765"	"16.6666666666667"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"8.72"	12.5	81.8181818181818	"27.2727272727273"	"63.1578947368421"	"57.3529411764706"	"17.1428571428571"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"8.829"	12.5	84.0909090909091	"30"	"63.7931034482759"	"58.8235294117647"	"17.6470588235294"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"10.511"	12.5	86.3636363636364	"33.3333333333333"	"64.406779661017"	"60.2941176470588"	"18.1818181818182"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"10.956"	12.5	88.6363636363636	"37.5"	"65"	"61.7647058823529"	"18.75"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"11.618"	12.5	90.9090909090909	"42.8571428571429"	"65.5737704918033"	"63.2352941176471"	"19.3548387096774"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"16.47"	8.33333333333333	90.9090909090909	"33.3333333333333"	"64.5161290322581"	"61.7647058823529"	"13.3333333333333"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"19.984"	4.16666666666667	90.9090909090909	"20"	"63.4920634920635"	"60.2941176470588"	"6.89655172413793"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"20.403"	4.16666666666667	93.1818181818182	"25"	"64.0625"	"61.7647058823529"	"7.14285714285714"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"21.19"	4.16666666666667	95.4545454545455	"33.3333333333333"	"64.6153846153846"	"63.2352941176471"	"7.40740740740741"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"24.554"	0	95.4545454545455	"0"	"63.6363636363636"	"61.7647058823529"	"0"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"28.551"	0	95.4545454545455	"0"	"63.6363636363636"	"61.7647058823529"	"0"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"32.221"	0	97.7272727272727	"0"	"64.1791044776119"	"63.2352941176471"	"0"
"Richard NSCLC"	"Response2"	"re-analysis-agg"	"33.221"	0	100	"NaN"	"64.7058823529412"	"64.7058823529412"	"NaN"
"Zheng HCC"	"Response2"	"re-analysis-agg"	"-19.341927316"	100	0	"37.5"	"NaN"	"37.5"	"54.5454545454546"
"Zheng HCC"	"Response2"	"re-analysis-agg"	"-18.341927316"	100	0	"37.5"	"NaN"	"37.5"	"54.5454545454546"
"Zheng HCC"	"Response2"	"re-analysis-agg"	"-15.8587178216"	100	20	"42.8571428571429"	"100"	"50"	"60"
"Zheng HCC"	"Response2"	"re-analysis-agg"	"-12.1407297176"	100	40	"50"	"100"	"62.5"	"66.6666666666667"
"Zheng HCC"	"Response2"	"re-analysis-agg"	"-8.446931689"	100	60	"60"	"100"	"75"	"75"
"Zheng HCC"	"Response2"	"re-analysis-agg"	"-5.2087194754"	100	80	"75"	"100"	"87.5"	"85.7142857142857"
"Zheng HCC"	"Response2"	"re-analysis-agg"	"-3.3989272458"	66.6666666666667	80	"66.6666666666667"	"80"	"75"	"66.6666666666667"
"Zheng HCC"	"Response2"	"re-analysis-agg"	"3.1880217384"	66.6666666666667	100	"100"	"83.3333333333333"	"87.5"	"80"
"Zheng HCC"	"Response2"	"re-analysis-agg"	"4.0968407193"	33.3333333333333	100	"100"	"71.4285714285714"	"75"	"50"
"Zheng HCC"	"Response2"	"re-analysis-agg"	"5.0968407193"	0	100	"NaN"	"62.5"	"62.5"	"NaN"
