species	ERR2162200	ERR2162201	ERR2162202	ERR2162203	ERR2162204	ERR2162205	ERR2162206	ERR2162207	ERR2162208	ERR2162209	ERR2162210	ERR2162211	ERR2162212	ERR2162213	ERR2162214	ERR2162215	ERR2162216	ERR2162217	ERR2162218	ERR2162219	ERR2162220	ERR2162221	ERR2162222	ERR2162223	ERR2162224	SRR5930493	SRR5930494	SRR5930495	SRR5930496	SRR5930497	SRR5930498	SRR5930499	SRR5930500	SRR5930501	SRR5930502	SRR5930503	SRR5930504	SRR5930505	SRR5930506	SRR5930507	SRR5930508	SRR5930509	SRR5930510	SRR5930511	SRR5930512	SRR5930513	SRR5930514	SRR5930515	SRR5930516	SRR5930517	SRR5930518	SRR5930519	SRR5930520	SRR5930521	SRR5930522	SRR5930523	SRR5930524	SRR5930525	SRR5930526	SRR5930527	SRR5930528	SRR5930529	SRR5930530	SRR5930531	SRR5930532	SRR5930533	SRR5930534	SRR5930535	SRR5930536	SRR6000869	SRR6000870	SRR6000871	SRR6000873	SRR6000874	SRR6000877	SRR6000878	SRR6000890	SRR6000891	SRR6000892	SRR6000893	SRR6000894	SRR6000895	SRR6000896	SRR6000899	SRR6000900	SRR6000901	SRR6000902	SRR6000903	SRR6000905	SRR6000906	SRR6000907	SRR6000908	SRR6000909	SRR6000910	SRR6000911	SRR6000912	SRR6000920	SRR6000921	SRR6000931	SRR6000932	SRR6000940	SRR6000942	SRR6000943	SRR6000944	SRR6000945	SRR6000946	SRR6000947	SRR6000949
s__Bacteroides_sp_1_1_30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48466493297235	0
s__Bacteroides_sp_1_1_6	0	0	0	0	0	14.8687088610481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1917653626602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0525079332808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bacteroides_sp_2_1_22	0	0	0	0	0	0	0	0	1.19795988020401	0	0	0	0	1.06840183437085	0	0	18.7868663950131	0	0	0	0	0	0	0	0	0	0	0	0	0.406287697641338	0.184893378718436	0	0	0	0	0.199567192590094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.11218958878104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bacteroides_sp_3_1_19	0	0	0	0	1.33983026796605	0	0	0	0	0	0	0	0	0	5.81211525713136	0	0	0	0	0	5.48486093884074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57315015731502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117245796214009	0	0	0	0	0	0	0	0	0
s__Bacteroides_sp_3_2_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.634358199215549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bacteroides_sp_4_3_47FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0825514529055711	0	0	0	0	0	0	0	0	0	2.122040451743	0	0	0	0	0	0	0	0	0	4.35715446443081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.5315799006832	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bacteroides_stercoris	0	0.611740172970028	27.4806254499547	0.154655627094368	2.13421042684209	0	0	0	0	0	6.75140312155844	1.41870551635906	3.75663864577729	6.49019715173568	12.6550623529991	16.4769832953967	0	0	0	9.85045	0	0.049921073579753	0	0	0	0.0115549285524161	0.00923999538000231	0.00225013298285929	10.6294324830432	2.37191120130609	0.168658691764312	0	0.0183010303480086	0.289465090457841	0.00570749965454608	0.0350935741944984	5.42233952042227	1.03728480681252	3.27195423153218	0.0368445097679956	7.96007690760178	7.42523158688937	11.3286404663151	0.493793671303134	0.0799018297519013	16.9250201894685	1.670615673422	0.0240410529981213	0.353746225933576	0.767800076780008	12.1746406209807	4.15609949226263	2.2913604735011	18.7142834713718	0.123936203416634	0.0060303081487464	0.0359203019425971	0.0254903517668544	0.652791672683533	0.0762028651796848	0.0466505616871659	0.0254520030726418	0.42693319223564	0.269464976553957	0.0243737332625025	2.28813022881302	0.00694374684579799	13.4004310564888	13.1337441718022	0	0	45.1994652603854	0.00229507716971484	0	0	0	0	18.75036	0	5.95209724201667	0	2.72000918399725	10.9956851737316	0.00143009081076648	0	0	0	0.566643210302771	0.000330000198000119	0	0	0	0	0	0	0	0	0.00367	0	0.439803145264921	0	0.111293071280929	0	0.00335007437165105	0	0.705421233179119	0	0.971908264106903
s__Bacteroides_thetaiotaomicron	0	0	5.02461915652716	0.600826545847737	0.231780046356009	0.00176003537671107	0	6.36019739230995	4.69915953008405	31.2288558376008	0	0.00133027709671925	1.44505033095436	0.702384267809257	0	1.23651024730205	0	6.94259791722062	4.51471956381154	1.44982	0.565402458549005	0.000912212388706329	0	7.4336981928596	0	0.00194732806061023	0.00449999775000112	2.11380492587112	0.13769013834166	0.169035535788712	0.144361677216212	0.037802052651459	0.0416723461530884	0.634887938787096	0.0010613946725998	0.0971275689436674	3.36097209949956	0.885152370627881	3.48223923328229	0.0240929489769548	0.331621495294364	0.004254492633058	0.00482143871731325	0.0704562190216188	0.00847019396744185	6.65437880193319	0.105583617665168	0.00439019229042232	0.00288005068889212	0.942750094275009	2.72746202582032	6.47104875021085	0.590634662389834	2.82131137917789	0.026469867966778	0.0158408094653637	0.00187053646985956	0.00121001669823044	0.421894006881028	0.394787495803487	0.0907005346010336	0.956915309234837	0.0232807193742287	0.0995829258637772	2.03865351798134	0.0273600027360003	0.0143177258448659	0.451037648870154	0.00508006350079376	0.533430081828547	0.11280005254524	0	1.27333687583673	0	17.1335434267087	0.000611482232932629	10.2263102673317	0.14671	0	0.173432157594247	2.85551809456075	5.26605842018247	0.00108103379261588	1.32553417141989	0	0	3.31500487451023	0	0.00106000063600038	0.308857721443036	1.3981812952311	0	0	0	0.0342724031917315	17.5642517564252	0.000290024333041542	1.27032	0.08951895278446	1.27235914481743	0	0	0	4.62662271102419	25.7703774507839	0.733482077810542	0	0.372574006509339
s__Bacteroides_uniformis	5.68859929063285	25.5050147971364	0.841933358744113	0.600325815331988	1.78785035757007	17.1742052015246	0	14.957190430089	32.7400867259913	0	22.6121942732588	13.8037353180667	3.25569013203559	3.84064266024001	21.2885452993908	3.21348064269613	10.1626615246477	0	44.2624249061506	4.39731	20.7475366850467	3.43280558338137	21.4827964448389	0	0.00192012173571804	0.761417002590533	0.011799994100003	6.24340898547104	2.93137480670789	0.46143539108981	2.74922370088244	8.79466755044799	7.13614176478136	1.75647473159066	0.011575209825711	0.958530759697851	0.875923153323352	2.5079483968698	0.376724198834242	3.462543815363	0.0283349063827104	0.367068731379016	5.94083274449095	1.69204950979716	0.0919621059322258	17.0707143946535	0.402175954616722	15.6155639617015	0.115632035123818	0.0371200037120004	2.86435069743513	7.06262610574983	1.76138948451599	7.42462784308443	0.985637445639734	10.4035816230209	6.82370703917884	0.0352904870087207	0.537487844596441	3.26800486625311	7.75990684290923	3.50414577627259	0.124393843769772	0.111024410968544	0.732666812073481	0.549840054984005	6.01033317578165	0.03293487803584	7.22555031937899	35.7767861812588	2.72541387386579	14.2331648422611	1.45598092099342	0.00422999915400017	0.00602000120400024	22.8881408534287	20.1773720692215	0.63654	2.71005021748644	1.99962017337415	5.29649452114196	9.27113721865884	29.5774248914237	14.2891573614925	0.004532222601964	11.0600930006319	25.239228346164	2.11343305555078	0.000930000558000335	2.26296657416435	0.883130297171655	16.2664383733562	15.6885514458886	17.6311923657204	1.32155628969227	0.0160100016010002	27.9204925293232	0.00575	1.88270173406422	18.1911014311013	13.7523017407776	49.1897519473244	7.48470775458767	0.00125002775061606	0	4.2130868139131	3.81834145803978	0.254486176859988
s__Bacteroides_vulgatus	1.94515971570465	2.91793022468268	0.321476762517022	1.92305554573567	4.00675080135016	1.17083353375403	52.0481943855417	15.4345240211897	0	0	6.74024258313472	0.0796865987185131	7.64716569367558	6.21012006148727	4.04436342570829	2.3734704746941	3.66117061210942	0	0	11.59104	10.8504981640848	0.610149796300969	1.31963039588912	5.02654152758091	0.00383024283739589	1.29527816349602	1.27270936364532	0.011740693875008	0.00925740499825811	2.96828882541217	0.631942441782943	0.404751978032407	0.295356628578189	1.60250800078375	3.68580314533297	1.17453430987106	0.0150600542161952	7.38677487642054	0.971481534966954	3.70764381560303	0.0207282201054727	0.685478598083033	0.036560909775477	0.322854321064709	0.0921121093673045	5.08356564765065	0.77243174780461	0.0341814971495751	0.615630835102698	0.0658500065850007	3.45644145861495	3.03338802966175	1.04558217148914	3.61127136516554	0.084431476054273	6.12844316344565	4.26143217874886	1.22442689709118	1.35044483476851	1.31734964973508	0.586142702707893	5.07569945754731	2.83982775067749	0.488293380480787	0.830687716410606	0.944870094487009	5.48469954387387	0.0315133726616487	0.497586219827748	0.00224004233680017	3.6816211007587	12.2993713377605	4.83395367231389	14.1492571701486	0.00152000030400006	2.03971426738414	0.00643315260865344	17.98889	1.94719763705006	3.26831910916955	11.6498992454285	12.9652461104262	0.799044125897595	0.00307019495737979	27.5559134199411	9.94554145882328	14.5386561896142	0.723693501200355	10.0909060545436	2.87299182479562	0.244449458176871	24.1072675892733	10.2198696864709	17.5739204238966	3.9987609439267	0.00426000042600004	1.31376022448283	4.55263	4.42633170957568	0.00900579793270907	5.97882073468295	2.20000125800737	13.1267760619672	0.00590013098290782	0.000225558598432183	1.06811215017572	11.8240480069027	1.42079610528287
s__Bacteroides_xylanisolvens	0.030276767690315	0.0281802394456668	1.95624247736859	0.0291825744578766	0.00538000107600022	0.0148502984909997	0	0.372006272559854	0	0	0	0	0	0.0409788368074614	0.0762834564017093	0.518000103600021	4.14067321942743	0	0.545024793152848	4.03877	0	0	0	0.894183068974964	0	0.000879816894854021	0.00563999718000141	0.00395023345879741	0.15698557275965	0.44249244358519	0.025467352424645	0.00316017159731774	0	0.104570369216702	0.00279367088354097	0.323485124045981	0	0.0825164092061291	0.04430807993865	1.62861934300758	0.0395447598439028	0.258735807325852	0.0297688830346975	0.316492856655602	0.00210004809110129	0	0.0399755325634863	0.144766340765726	0.0021300374886598	0.0926500092650009	4.28023382389357	1.08973876023645	0.596953377793991	0.319818091397712	0	0.752668461358376	1.3255401649193	0	0	0.0876838432909548	0.156545441888043	1.00783931695424	0.041941295986046	0.0124616175179538	0.031782094795917	0.00524000052400005	0.0394112663193059	0.0576410418633333	0.0320004000050001	2.78451262728866	3.11222413748911	0.074831928329443	0.048898172537287	2.90111941977612	0.469010093802019	0	2.14922582034255	0.03304	0	0	0.010353038616834	0.44176986746904	0	0.000310019686250077	0.00155076049294574	0.0612217325750318	0	0	0	0.0336408410210255	0	1.34613986538601	0.000140076888203935	0.115857828372339	0.0655894252254505	0.773720077372008	0	2.47136	3.94500211881548	0.000660425181731998	0.0544827404818462	0.00497115815201964	0.00139999958000013	0.197414382599294	0	0.064111929769086	0.0182872665637231	0.377236684751721
s__Barnesiella_intestinihominis	0	5.03339649616986	0	0.881315751549936	2.84357056871411	0	0	1.78401338653623	0	0	0	5.3238489577379	5.92132288104071	0	4.19124933638294	0	0	0	0	0	0	0.807167623637608	0	0	0	0	0	0.00268015839736128	0.00149119280512482	3.7349228197473	2.56199964929875	0.00296016073672801	0	2.68380199253428	0	0.00154059590249509	0	0	2.38843564138332	0.00027003305204557	0.00159139883957999	0.00364815164022313	1.81704220539409	0.344469296832131	0.0244305594598116	0.000320031203042297	0.73092951148493	0	0.514079047791241	0.00214000021400002	0	0.000341998743255206	0.00198273478609045	0.00308007792597153	0.467554304244622	3.75792202981572	2.01552805344573	0	0.0640221255345677	3.55712131940562	0.00204046196058788	0.00203015977357418	1.91919930325847	0.0026303414183161	0.00309987333044683	0.00427000042700004	0.00323174384898091	0	0.00233002912536407	0	1.50570948890142	0	0	0	0	0	0	0.7774	3.92525618758315	5.34246450676192	0	2.34914929525521	0	0	0	0	0	0	0	2.71098777469437	2.79738267166066	4.07634959236504	0	0	0	0	0	5.08671	1.96051513250808	3.23794458872622	0	0	0	0	0	1.6764704617609	0	0
s__Bifidobacterium_adolescentis	0	0.581651791865532	0	0.631741647890107	0.192220038444008	0	13.7558358732492	0	0	0	0.0389615199288375	0	0	0	0	0	0	0	0	0.32432	0	0.450051509927026	0	0	0	1.5722210602122	0.0726199636900182	0.00238014066631338	0.00725580391755365	0.00199136109530864	0.288563308227085	0	0.00462026012064479	0	0	0.0195375571270968	0	0	0	0	0.4188281499438	0.0222325030706119	0.889985571694593	0.490102821669548	0.00400009160209769	0.0141213768342413	7.43547918911942	0.00774033902684938	12.0289817100781	0.00710000071000007	0	0	0.0178345992627631	6.17345618844157	0.017876664420496	0.0130006643339475	0.010563029476854	0.0743510260441594	0	0.00334319676474645	0.00685155119118968	0.0165913057357614	0.102123155605508	0.707421823352672	0.0133059544761779	7.94163079416308	0.00953514516433068	0.548741116842737	0.0131701646270578	0	0.342905751781412	0	0.354113369596221	0.346099930780014	0	2.77835473187005	0	0	0	0	0	0	0	0	0	0.357150107348038	0	0.872742758364381	0.486740292044175	0	0	0	0	0.353451130985444	0.0140756289051104	0	0.738971999750778	0	0.464357037631605	0	0	0	0.0066299980110006	0	0	1.2923689003039	0.109765494609289	0
s__Bifidobacterium_angulatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.725962776944874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0689189043224385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bifidobacterium_animalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0253899873050064	0	0	0	0.0255973899664833	0.00591032093042653	0	0.0101083685434806	0	0.0316122276096394	0.0852103067571043	0	0	0	0	0	0	0.00138031774914585	0	0	0	0	0	0	0	0	0	0	0.117633853900734	0	0	0.0254603513528487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00437	0	0	0	0	0	0	0	0	0	0	0	0	0.0176314034597154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bifidobacterium_bifidum	0	0.213490923070557	0	0.546447211837349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38736	0	0.207122333796156	0	0	0	0	0	0	0.00407325819923357	0	0	0	0	0	0	0.0107841713174656	0	0	0	0	0.00649570972885166	0.0106614957906798	0	0	0	0	0	0	5.759291363528	0	0	0	0.00596823198237329	0.00487012321411732	0	0	0	0	0	0.00316302448401161	0.00466105526291152	0.00771060682475711	0.00714022063281755	4.78529113078878	0.00773289700844318	0.431120043112004	0	0	0.00778009725121564	1.10995097807349	0	0	0	0	0	0	0.652703642953597	0	0	0	0	0	0.179031207543774	0	0	3.91045066575384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.655829740475188	0	0
s__Bifidobacterium_breve	0	0	0	0	0	0	0.11554996533501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0810599594700203	0	0	0	0.00144041584805533	0.000860046700535839	0	0.000452163602839587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0138402435882872	0	0	0	0	0	0	0	0	0.0837011550759401	0	0	0	0	0.00418012916599123	0	0	0	0	0	0	0	0	0	0.197807589950488	0	0	0	0	0	0	0	0	0.0450799864760041	0	0	0.224360026156827	0	0	0.0604078046883657	0	0	0.048253841005744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0085802582657738	0	0
s__Bifidobacterium_catenulatum	0	0	0	0	0	0	0	0	0	0.0167313750172802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00286233763125842	0	0	0	0.00580396701145233	0	0	0	0	0	0	0	0	0	0	0.000220193550130565	0	0.0196158533706458	0	0	0	0	0	0.0831714638177632	0	0	0	0.0311830107266953	1.76056454228292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00174022483704895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0402712121634861	0	0
s__Bifidobacterium_dentium	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00101071123749783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00507027531594966	0.00363020438050662	0.0475575629386615	0.00962264415441891	0	0	0	0	0.00508062186811666	0.00576506749432751	0.00161690931422632	0.00246073428311008	0	0	0	0.0474383015822476	0	0.00105001848032525	0	0.105494389434719	0.0189608126775313	0	0	0	0	0	0	0.075992522951762	0.00449429744721903	0	0	0	0	0	0	0	0.0170480538890685	0	0.0303105728698272	0	0	0.062337903911032	0	0	0	0	0	0	0	0.0667095792615133	0.00299999910000027	0	0	0	0	0	0.402992066575002	0	0	0.151532061952131	0	0	0	0	0	0	0	0	0	0.00215010815043997	0	0	0	0	0	0	0.017980327900346
s__Bifidobacterium_longum	0.0515655891373563	0.104305048782144	0	0.0635727462795472	0.00898000179600036	0	0.88993973301808	0	0	0.465430964231448	0	0.0453394442062282	3.34116741722739	0.137826988852055	0.157387763201429	0	0	0.0695399791380063	0	0.48089	0.325594760797923	0	0	0	0	0.00321426438920002	0.7982096008952	8.08747796994802	0.419645674575093	1.04931720831188	0.0245670925196104	0.00306016616702287	0	0.0268786141687977	0.00391514449987283	0.0264702386883247	0.00748002692809694	0.00108086988408271	0.00140692474289204	0.7742347663354	1.16206145201632	0.017725368357206	0.933608588802899	0	0	0.000690067281559952	0.00272195209163437	0.0006100267191703	5.46737622582157	0	1.09128885179938	0.000191116944760262	1.4294115874025	0.915703167290133	0.0609227119870287	0	0	0.909442550307195	0.0184006109002819	0	0	0.0162912821239032	0.12643390680772	0.0159120653860871	0.0219005491252146	0.119700011970001	0.142636966907343	1.31422176084473	0.211762647033088	0.887966782572191	0.206196012969703	0	0.706212282812037	1.15493976901205	0	0.180567696095335	0.13753879241282	0	0	0	0	0.0983599704920089	0	0.100076354848533	1.49132134398709	2.43701896763678	0	15.8583789025542	0.182140109284066	0.404730118252956	0.0102608167610142	0	0	0.52786475556917	0.234056169473377	0.0161900016190002	0.795946779934836	0	0.343546504595306	0	0	0	2.41904927428522	0	0	0.0509315330391445	0.0158782910140918	1.24458488956056
s__Bifidobacterium_pseudocatenulatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.098727415516097	0	0	0.0273599917920025	0	0	0.0219543667235413	0	0	0	0	0.00116135830120731	0.00201999899000051	0	0	0.649443894902166	0	0	0	0	0.00144189464956954	0.0406057062871919	0	0	0	0	0.0428876982867941	0	0.0523256139632066	0	0	0	0	0	0.000280004928086734	0.0108800010880001	0	0	0.953214769131063	0	0	0	0	0	0	0	0	0	0	0.010931418898173	0	0	0	0.0487416173727978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.53371575607568	2.37992142795286	0.000790019750493762	0	0	0.0844563580949583	0	0	0	0.0611051267201318	0	0	0	0	0	0	0	0	0	0.000335161815600882	0.59434138969424
s__Bifidobacterium_pseudolongum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00150102595123767	0.000930268568535736	0.000550029866621758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00674330691771245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bilophila_unclassified	0	1.74543743243672	2.92205589175449	0.085634932803467	0.658050131610027	0.693953948474365	0	2.27872623561766	0.345899965410003	0.64365168625494	0.045625726325733	0	1.43680673509785	1.35229160760427	0.926823491663929	0	0	0.769369769189069	0.676952490270784	0.81675	0.483576183302859	0.388702720708534	0.772200231660069	0	0.00305019338226044	0.0946448361024299	0.220749889625055	0.58855478358771	1.39958953166638	0.406868094342483	0.488701088004107	0	0	0.0774807453665791	0	0.135522420072084	0.798962876266355	0.395037926523266	0.82583467569028	0.00230028155446227	0.100087977332075	0.958877751752275	0.274731980022839	0.0316972967177044	0.0841419268501249	0	0.0348630838009701	0.944601373540161	0.0247004347276512	0	0	0.914595168543518	0.0161622926502525	0.695357592547092	0.0381742313534486	0	0	0.229253163693659	0.4125236957867	0.53438097508838	0.327694189964608	0	0.510595777409522	0.0587476254417824	0	0.300860030086003	0.260320468925032	0.12367096755464	0.283743546794335	0.449728499868648	0.130281757830522	0	0.152677753726794	0	0	1.09742014643496	0.760720295973269	0.79454	0.122953639427727	0.0353324768066241	0.732955122328403	0.33408989977303	0	0.351072293090611	0	1.19956394765972	0	0	0.479380287628173	0.0221405535138378	7.36211602443554	0	0.282214907762871	0.560893915713756	0.436625006812404	0	2.39922129466662	0	0.137813126081938	0.913217929703142	0	0	0	0.218624853471747	0.836627599575662	0.495934927641322	0.0921066564498173	0.00401230466780118
s__Bilophila_wadsworthia	0	0.115964798602678	0.263315276846367	0	0.0418400083680017	0.019160385123741	0	0	0.236889976311002	0.157689951481017	0	0	0.0588256597527841	0.165516473942713	0.0589503988503572	0	0	0.089429973171008	0.023125487991458	0	0.000380075597036251	0.0134826995913188	0.0534500160350048	0	0.00240015216964756	0.00163059397846279	0.0463999768000116	0	0	0.0301406011008524	0.0462733591187776	0.0178109671355155	0.0194910973487807	0.0147304853725074	0	0.00518200439930165	0.0549901979647127	0.0240993951932515	0.0256562776328813	0.000520063655791469	0.00482424050740601	0.0442729981601593	0.0480743453846628	0.00152034998456645	0.00553012663990005	0	0.000321411317093357	0.131275749877845	0.00403007092924835	0	0	0.104581203930129	0.00173238948481641	0.0942923855973556	0.00181067501964732	0	0	0.0394305441415092	0.0267308874654639	0.0660831887450781	0.0287565104739713	0	0.00557017211831845	0.0174322627076995	0	0.0221900022190002	0.0266543827049076	0.00582616991393886	0.274003425042813	0.0503109508769716	0.0262726200850977	0	0.0174285554503673	0	0	0.135618739825337	0	0.05963	0.0131603895475306	0.000400028041965742	0.207901018949062	0.0305199908440028	0	0.105416693960066	0	0.186825287155626	0	0	0.101750061050037	0.000430010750268757	0.44350530302212	0	0.0378207598150625	0.0352959655477675	0.0814583193077956	0	0.162343620629771	0	0.016541980984332	0.129383296966587	0	0	0	0.01329029504455	0.0727221426672489	0.0696820974311327	0.0132284179094973	0
s__Blautia_hansenii	0	0	0.00798805860408625	0	0	0	0.0491399852580044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000590776280031962	0	0	0	0	0	0	0	0	0.000210048353130891	0	0	0	0	0	0	0	0	0	0.0018800475652034	0	0	0	0	0	0	0.0117826675959437	0.00217017079244137	0	0	0.000492398651767728	0	0	0	0	0	0	0	0	0	0	0.00624513821503324	0	0	0	0	0	0	0	0.028581814945249	0.144550887755355	0.000780022074624712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Blautia_hydrogenotrophica	0	0	0	0	0	0	0	0.0178600674235075	0	0	0.0109397364045422	0	0	0	0.00115020289579082	0	0	0.0370899888730033	0	0	0	0	0	0	0.050573206341282	0	0.0771099614450193	0.283276741655432	0.103492783877824	0	0.0550759004124491	0.359739533856689	0.368720758978731	0	0	0.00434167936157706	0.860753098711155	0.570419073270168	0	0.056206879722078	0.067679490271949	1.75260842842276	0	0.779759500637047	0.088692031047511	0	0	0	0.000210003696065051	0	0.379061704016427	0	0	0.035480897666711	2.47119126010177	0.0166508508584789	0	0.0849711726021819	0.00047001560451807	0.0162455339795913	0.126838716285367	0.30948435641885	0.053101640840702	0.00122015837655728	2.2620010700718	0.00551000055100005	0.276269074792758	0.0473901862071934	0.000220002750034376	0	0	0	0	0.000529999894000021	0	0	0	0.02326	0.00211006245784875	0	0.0158346474690322	0	0.00565540826692566	0.619429333762694	0	0.563705952878466	0.0273378077826582	0	0.0119500071700043	0	0.67250353128109	0.0112499988750001	0.153544280455542	0.0297493133886554	0.00590074407481142	0	0.296684891862427	0	0.00314417798370475	0.0144693153452192	0	0.231382048924718	0	0.00316007015355741	0	0	0.013479789271198	0.0294269028129758
s__Blautia_producta	0	0	0.0191933904978986	0	0	0	0.022349993295002	0	0	0.00778926206616342	0	0	0	0	0	0	0.115121787597456	0.0186499944050017	0.030010941447248	0	0	0	0	0	0.0392024854375767	0	0.0148099925950037	0.427765280928103	0.0307946326266381	0.00613419272072461	0.00154044472639251	0.318507294946116	0.309407419637726	0	0.0882359420278246	0	0.0181400653042351	0.00705567840998436	0.270792815156921	0.00759092912972548	0.0103090616652037	0	0.0359507276971448	0	0.0057001305329892	0.0257125069694295	0.0017878504513318	0.0370816241751389	0	0.98807009880701	0.0103514119325876	0.00361110437731232	0	0.0318608060783938	0	0	0	0.0115001587021901	0.00582019323041525	0.0852114792164268	0.254917713370307	0.00361028412936098	0.00542016748317523	0.00106013760586124	0.118287585208747	0.00228000022800002	0.00463249969683641	0.00897950930034907	0.0168202102526282	0.00667012606538264	0	0	0.00364807026103145	0	0.192960038592008	0.00756834566990385	0	0	0	0	0	0.000759999772000068	0	0	0.171163938795585	0.0095402699896407	0	0.0129416720640307	0	0	0.305694333268928	0.0613299938670006	0.00126069199383542	0	0	0.0316500031650003	0.00161013509033408	0	0	0	0.00353017756793167	0.6172859546115	0.00249999925000022	0	0.0208846756821071	0.211866377177953	0	0
